qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
443,U S   investment  Africa ,0.0122,17,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1479,"{'investment,': 2, 'u.s.,': 2, 'us': 2.0, 'africa': 2, 'trade': 1.299, 'invest': 1.27, 'african': 1.216, 'export': 1.194, 'countri': 1.159, 'privat': 1.14, 'opportun': 1.11, 'increas': 1.105, 'subsaharan': 1.098} ",tagmee.topn3,0.0993,u s  investment africa United States dollar Foreign direct investment Africa ,termluster.topn5.3.qld,0.0847,u s  investment africa year new market south compani econom ,bertqe.topn10.qld,0.0743,"{'US investment Africa': 1.5, 'south africa supported ': 1.0, 'participation u ': 0.9488578534532236, 'africa potential track powerhouse ': 0.8755946687073528, 'invest new south': 0.628827668303467, 'africa success': 0.42206293532867095} ",sensedisambiguation.replace,0.0717,united states government   investment   africa ,wiki.topn3,0.0688,u s  investment africa      introductions currencies of the kingdom of the netherlands historical currencies of the united states United States dollar economic policy international financcorporation capital market Foreign direct investment africa asia regions of africa Africa ,docluster.topn10.3.qld,0.0644,u s   investment  africa percent south invest ,relevancefeedback.topn10.qld,0.0592,u s   investment  africa percent south mobil invest ,word2vec.topn3.replace,0.0534,usa u s american investment african africans africa ,onfields.topn3.10.2.25.1.qld,0.0502,"{'investment,': 2, 'u.s.,': 2, 'u': 2.0, 'africa': 2, 'south': 1.117, 'laut': 1.098, 'african': 1.045, 'tour': 1.038, 'athlet': 1.038, 'compet': 1.036, 'beeld': 1.01, 'chiep': 1.01, 'decis': 1.007} ",tagmee.topn3.replace,0.0469,United States dollar Foreign direct investment Africa ,word2vec.topn3,0.0428,u s  investment africa usa u s american african africans africa ,rm3.topn10.10.0.5.qld,0.0377,nuclear u  mobil church african invest johannesburg anc studi africa investor percent ,wiki.topn3.replace,0.0331,introductions currencies of the kingdom of the netherlands historical currencies of the united states United States dollar economic policy international financcorporation capital market Foreign direct investment africa asia regions of africa Africa ,conceptluster.topn5.3.qld,0.0214,u s  investment africa united states dollar foreign direct investment ,wordnet.topn3.replace,0.0165,U S  government the States investiture investment funds africa ,glove.topn3.replace,0.0161,us u s investment african continent ,,,,,,,,,,,,
444,supercritical fluids ,0.47600000000000003,1,bertqe.topn10.qld,0.4781,"{'supercritical fluids': 1.5, 'supercritical fluid research separation': 1.0, 'supercritical fluids research use': 0.9188848415543209, 'supercritical liquids research': 0.8245482550714965, 'use supercritical fluid': 0.5517114590618187, 'substances supercritical water': 0.5165321440448719} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,women clergy ,0.1793,3,onfields.topn3.10.2.25.1.qld,0.4171,"{'clergi': 2, 'women': 2, 'church': 2.0, 'priest': 1.571, 'england': 1.327, 'ordin': 1.265, 'parish': 1.214, 'ordain': 1.163, 'anglican': 1.122, 'synod': 1.112, 'dont': 1.092} ",rm3.topn10.10.0.5.qld,0.2876,synod parish priest church vote commission ordin pension clergi women ,termluster.topn5.3.qld,0.2279,women clergy church ordin could ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,tourists  violence ,0.1689,5,bertqe.topn10.qld,0.3992,"{'tourists violence': 1.5, 'islamic extremist violence tourists': 1.0, 'antitourism violence  designed': 0.9962055425671825, 'british travellers  reports violence': 0.8826240115460668, 'attacks tourists  kenyan tourism': 0.7669021260135351, 'two visitors killed': 0.5886995766412594} ",rm3.topn10.10.0.5.qld,0.3215,milit tourist tourism travel egypt islam violenc attack visitor cairo ,docluster.topn10.3.qld,0.3178,tourists  violence govern tourist egypt ,onfields.topn3.10.2.25.1.qld,0.3084,"{'tourists,': 2, 'violenc': 2, 'tourist': 2.0, 'egypt': 1.526, 'tourism': 1.421, 'travel': 1.342, 'visitor': 1.342, 'cairo': 1.237, 'milit': 1.211, 'gamaa': 1.105, 'alislamiyya': 1.105, 'mertin': 1.079} ",relevancefeedback.topn10.qld,0.2112,tourists  violence tourist u  we belfast violenc govern egypt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Stirling engine ,0.0909,4,relevancefeedback.topn10.qld,0.25,stirling engine hi cryocool solar develop elect air util said irvin ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2083,"{'stirl': 2, 'engin': 2, 'dish': 1.698, 'system': 1.688, 'solar': 1.532, '15': 1.356, 'dishengin': 1.312, 'receiv': 1.298, 'cost': 1.283, 'heat': 1.283, 'dishstirl': 1.141} ",rm3.topn10.10.0.5.qld,0.1079,san cryocool electr architect diego util solar architectur engin stirl ,termluster.topn5.3.qld,0.1015,stirling engine engin design stirl design ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,ship losses ,0.0159,2,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0883,"{'loss': 2, 'lost': 2.0, 'ship': 2, 'sep': 1.57, 'aug': 1.439, 'hurrican': 1.424, 'crew': 1.308, 'storm': 1.305, 'vessel': 1.28, 'wreck': 1.234, 'mani': 1.0} ",onfields.topn3.10.2.25.1.qld,0.0201,"{'loss': 2, 'ship': 2, 'inspect': 1.4, 'jordan': 1.375, 'vessel': 1.3, 'alaqabah': 1.3, 'cargo': 1.25, 'ferri': 1.175, 'firsthalf': 1.1, 'jordanbound': 1.075, 'roro': 1.075} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,antibiotics ineffectiveness ,0.0654,6,tagmee.topn3.replace,0.0946,Antibiotics ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0757,"{'ineffect': 2, 'antibiot': 2, 'patient': 1.519, 'cure': 1.486, 'hu': 1.405, 'immun': 1.333, 'hiv': 1.329, 'leukemia': 1.205, 'penicillin': 1.195, 'dysenteri': 1.152, 'dysenteria': 1.152, 'metronidazol': 1.143} ",tagmee.topn3,0.0718,antibiotics ineffectiveness Antibiotics ,sensedisambiguation,0.0718,antibiotics antibiotic ineffectiveness ,conceptluster.topn5.3.qld,0.0718,antibiotics ineffectiveness antibiotics ,bertqe.topn10.qld,0.0698,"{'antibiotics ineffectiveness': 1.5, 'antibiotics ineffective': 1.0, 'ineffective use antibiotics ': 0.9999215252618668, 'relatively ineffective drugs   says dr': 0.9776093773377621, 'excessive use  although antibiotics attack': 0.6466410703427032, 'medication seemed ineffective ': 0.4810811216315439} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,King Hussein  peace ,0.28,9,wiki.topn3,0.4126,king hussein peace jordanian aviators cancer deaths in jordan recipients of the national order of equatorial guinea Hussein of Jordan egalitarianism global civics civil disobedience Peace ,anchor.topn3,0.3573,king hussein peace      a irivabedanga sveigðisson emadeldeen    ibrahim abdul husayn ,onfields.topn3.10.2.25.1.qld,0.3566,"{'hussein,': 2, 'peac': 2, 'king': 2, 'isra': 1.955, 'israel': 1.955, 'jordan': 1.727, 'will': 1.591, 'hussein': 1.545, 'palestinian': 1.341, 'syria': 1.295, 'rabin': 1.295, 'husseinrabin': 1.068} ",docluster.topn10.3.qld,0.3518,king hussein  peace hi ha peac mr ,termluster.topn5.3.qld,0.3448,king hussein peace arab hussein israel arab israel jordan said palestinian king ,tagmee.topn3,0.3397,king hussein peace Hussein of Jordan Peace ,conceptluster.topn5.3.qld,0.3397,king hussein peace peace hussein jordan ,tagmee.topn3.replace,0.3287,Hussein of Jordan Peace ,wiki.topn3.replace,0.2938,jordanian aviators cancer deaths in jordan recipients of the national order of equatorial guinea Hussein of Jordan egalitarianism global civics civil disobedience Peace ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Turkey Iraq water ,0.51,3,sensedisambiguation,0.6595,Turkey Iraq water water system ,onfields.topn3.10.2.25.1.qld,0.6435,"{'water': 2, 'iraq': 2, 'turkey': 2, 'syria': 1.494, 'turkish': 1.289, 'dam': 1.289, 'ankara': 1.229, 'syrian': 1.181, 'irrig': 1.181, 'pkk': 1.133, 'euphrat': 1.12} ",rm3.topn10.10.0.5.qld,0.5618,project gap iraq turkei demirel irrig turkish dam syria water ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Czech  Slovak sovereignty ,0.2671,5,bertqe.topn10.qld,0.2949,"{'Czech Slovak sovereignty': 1.5, 'slovak sovereignty ': 1.0, 'sovereign territory  slovak': 0.8890451355935575, 'czechs sovereign': 0.6734427764518722, 'sovereignty czech republic': 0.6364289397966201, 'czechization slovak environment ': 0.3788286576759818} ",stem.lovins,0.2899,czech   slovak sovereignt ,termluster.topn5.3.qld,0.2843,czech slovak sovereignty feder slovak republ czech feder republ ,glove.topn3,0.2762,czech slovak sovereignty slovak republic slovakian czech territorial asserting ,onfields.topn3.10.2.25.1.qld,0.2733,"{'sovereignti': 2, 'czech,': 2, 'slovak': 2, 'czech': 1.679, 'slovakia': 1.376, 'feder': 1.284, 'klau': 1.183, 'czechoslovak': 1.174, 'meciar': 1.165, 'pragu': 1.11, 'divorc': 1.092, 'propos': 1.046, 'klauss': 1.046} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Tobacco cigarette lawsuit ,0.2562,4,bertqe.topn10.qld,0.3308,"{'Tobacco cigarette lawsuit': 1.5, 'sued tobacco companies damages': 1.0, 'suing tobacco industry': 0.9795820759703985, 'successful lawsuit tobacco': 0.7117641804696274, 'claimed tobacco manufacturer': 0.6464641404369161, 'sue tobacco industry': 0.2343777966855616} ",stem.paicehusk,0.2961,tobacco cigaret lawsuit ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2804,"{'cigarett': 2, 'lawsuit': 2, 'tobacco': 2, 'state': 1.416, 'health': 1.162, 'smoke': 1.162, 'prevent': 1.132, 'advertis': 1.107, 'caus': 1.091, 'diseas': 1.061, 'comprehens': 1.051} ",conceptluster.topn5.3.qld,0.2599,tobacco cigarette lawsuit lawsuit cigarette ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Lyme disease arthritis ,0.8264,2,thesaurus.topn3,0.8859999999999999,lyme disease arthritis   Cancer bug ,thesaurus.topn3.replace,0.8834,lyme  Cancer bug arthritis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Great Britain health care ,0.0605,2,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0967,"{'care': 2, 'health': 2, 'great': 2, 'britain': 2, 'london': 1.627, 'englandgreat': 1.627, 'journal': 1.226, 'advertis': 1.151, 'gazett': 1.127, 'dept': 1.113, 'courant': 1.113, 'domestick': 1.052, 'librari': 1.019} ",termluster.topn5.3.qld,0.0686,great britain health care care system hospit health system hospit ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,leg traps ban ,0.3045,3,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.3976,"{'leg': 2, 'ban': 2, 'trap': 2, 'anim': 1.631, 'repeal': 1.354, 'initi': 1.244, '713': 1.232, 'wildlif': 1.207, 'fur': 1.162, 'trapper': 1.102, 'i713': 1.087, 'dont': 1.082} ",onfields.topn3.10.2.25.1.qld,0.3901,"{'leg': 2, 'ban': 2, 'trap': 2, 'fur': 1.784, 'anim': 1.514, 'coyot': 1.324, 'aspen': 1.27, 'cage': 1.216, 'trapper': 1.216, 'leghold': 1.108, 'legtrap': 1.054, 'trendset': 1.054} ",sensedisambiguation,0.3096,leg stage traps trap ban banish ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,human genetic code ,0.2341,14,onfields.topn3.10.2.25.1.qld,0.5548,"{'code': 2, 'human': 2, 'genet': 2, 'gene': 2.0, 'genom': 1.453, 'map': 1.421, 'scientist': 1.211, 'cell': 1.211, 'diseas': 1.189, 'dna': 1.179, 'chromosom': 1.168, 'mous': 1.126} ",rm3.topn10.10.0.5.qld,0.5323,project cell genet diseas human map dna code research gene genom ,relevancefeedback.topn10.qld,0.4398,human genetic code genet gene apo dna cell ap ,wiki.topn3.replace,0.4386,apes humans tool using species Human epigenetics genetic epidemiology human genetic clustering Human genetics lambda phage nucleic acid mutagenesis Genetic code ,docluster.topn10.3.qld,0.4213,human genetic code gene dna ,stem.lovins,0.3969,human genet cod ,wiki.topn3,0.3757,human genetic code apes humans tool using species Human epigenetics genetic epidemiology human genetic clustering Human genetics lambda phage nucleic acid mutagenesis Genetic code ,tagmee.topn3.replace,0.3258,Human Human genetics Genetic code ,anchor.topn3,0.3247,human genetic code placentophagy human  hmpv    full bodi peykulah dha hanu         atcvet бч ,termluster.topn5.3.qld,0.3242,human genetic code diseas genet research research make human ,tagmee.topn3,0.2929,human genetic code Human Human genetics Genetic code ,conceptluster.topn5.3.qld,0.2929,human genetic code genetic code human human genetics ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2677,"{'code': 2, 'human': 2, 'genet': 2, 'et': 2.0, 'pacif': 1.702, 'cod': 1.694, 'sound': 1.249, 'spawn': 1.231, 'strait': 1.189, 'puget': 1.189, 'palsson': 1.137, 'hecat': 1.088, 'bere': 1.0} ",glove.topn3,0.2529,human genetic code rights beings mutation dna gaacx ,,,,,,,,,,,,,,,,,,,,,
608,taxing social security ,0.0483,4,onfields.topn3.10.2.25.1.qld,0.0931,"{'secur': 2, 'tax': 2, 'social': 2, 'moynihan': 1.358, 'benefit': 1.343, 'deficit': 1.224, 'increas': 1.194, 'propos': 1.104, 'intergener': 1.06, 'semirep': 1.045, 'surreptiti': 1.045} ",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0606,"{'secur': 2, 'social': 2, 'tax': 2, 'form': 1.621, 'employ': 1.61, 'public': 1.399, '1040': 1.315, 'pdf': 1.286, 'schedul': 1.259, 'medicar': 1.18, 'selfemploy': 1.177} ",termluster.topn5.3.qld,0.0597,taxing social security would social secur rate secur tax would tax social ,rm3.topn10.10.0.5.qld,0.0501,moynihan revenu incom benefit social tax billion secur consumpt democrat deficit your ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,per capita alcohol consumption ,0.3102,2,onfields.topn3.10.2.25.1.qld,0.3512,"{'capita': 2, 'per': 2, 'alcohol': 2, 'consumpt': 2, 'wine': 2.0, 'czech': 1.315, 'gallon': 1.259, 'increas': 1.241, 'fao': 1.185, 'hectolitr': 1.167, 'nespor': 1.093, 'alcoholrel': 1.074, 'wineproduc': 1.056} ",relevancefeedback.topn10.qld,0.318,per capita alcohol consumption wine product diet increas incom she beer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,minimum wage adverse impact ,0.0387,7,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.0793,"{'impact': 2, 'advers': 2, 'minimum': 2, 'wage': 2, 'employ': 1.464, 'effect': 1.269, 'labor': 1.205, 'worker': 1.155, 'increas': 1.145, 'youth': 1.129, 'countri': 1.121, 'vol': 1.083, 'teenag': 1.083} ",tagmee.topn3.replace,0.0672,Minimum wage ,tagmee.topn3,0.0555,minimum wage adverse impact Minimum wage ,conceptluster.topn5.3.qld,0.0555,minimum wage adverse impact minimum wage ,docluster.topn10.3.qld,0.049,minimum wage adverse impact said ,stem.porter,0.0486,minimum wage advers impact ,stem.porter2,0.0486,minimum wage advers impact ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Kurds Germany violence ,0.2621,8,glove.topn3,0.3378,kurds germany violence kurdish sunnis german berlin violent bloodshed ,relevancefeedback.topn10.qld,0.3101,kurds germany violence kurd govern had pkk turkei extremist german ,wiki.topn3.replace,0.2996,Kurds in Germany ,tagmee.topn3.replace,0.2996,Kurds in Germany ,wiki.topn3,0.299,kurds germany violence Kurds in Germany ,tagmee.topn3,0.299,kurds germany violence Kurds in Germany ,conceptluster.topn5.3.qld,0.299,kurds germany violence kurds germany ,onfields.topn3.10.2.25.1.qld,0.2628,"{'violenc': 2, 'germani': 2, 'kurd': 2, 'kurdish': 1.42, 'pkk': 1.309, 'turkey': 1.296, 'hamburg': 1.272, 'dealer': 1.247, 'heroin': 1.173, 'deport': 1.173, 'respons': 1.074, '15yearold': 1.074} ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Tibet protesters ,0.45,8,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.5734,"{'protest': 2, 'tibet': 2, 'religi': 1.918, 'govern': 1.789, 'prison': 1.566, 'tibetan': 1.539, 'offici': 1.535, 'lama': 1.352, 'monk': 1.297, 'dalai': 1.238, 'chines': 1.227, 'monasteri': 1.199} ",rm3.topn10.10.0.5.qld,0.5627,religi polic independ tibet chines lhasa tibetan lama protest china ,onfields.topn3.10.2.25.1.qld,0.5562,"{'protest': 2, 'tibet': 2, 'tibetan': 1.472, 'chines': 1.444, 'monk': 1.236, 'lhasa': 1.222, 'lama': 1.208, 'dalai': 1.194, 'proindepend': 1.111, 'monasteri': 1.097, 'rioter': 1.083} ",bertqe.topn10.qld,0.5512,"{'Tibet protesters': 1.5, 'young tibetans protest': 1.0, 'tibet  protests culminated': 0.8975912334946751, 'protested lhasa': 0.8568823373935601, 'protest march around central lhasa s': 0.6889633033352807, 'shouting   independence tibet  ': 0.5667052754021276} ",termluster.topn5.3.qld,0.5285,tibet protesters china chines new tibetan pro independ ,glove.topn3,0.526,tibet protesters tibetan tibetans demonstrators protestors ,relevancefeedback.topn10.qld,0.517,tibet protesters tibetan polic lama china chines ,docluster.topn10.3.qld,0.4823,tibet protesters china tibetan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Berlin wall disposal ,0.2095,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Flavr Savr tomato ,0.0537,2,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1983,"{'savr': 2, 'line': 2.0, 'tomato': 2, 'flavr': 2, 'fr': 1.973, 'determin': 1.527, 'savrsuptm': 1.5, 'calgen': 1.446, 'addit': 1.405, 'aphi': 1.405, 'genet': 1.27, 'nonregul': 1.216} ",rm3.topn10.10.0.5.qld,0.1685,varieti zeneca campbel genet calgen oil savr rape tomato pg plant flavr ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,timber exports Asia ,0.128,13,glove.topn3,0.413,timber exports asia logging lumber imports asian europe ,conceptluster.topn5.3.qld,0.2883,timber exports asia lumber export ,wordnet.topn3.replace,0.2871,forest tone timberland exports asia ,tagmee.topn3,0.2597,timber exports asia Lumber Export Asia ,termluster.topn5.3.qld,0.2503,timber exports asia export timber ,glove.topn3.replace,0.2102,logging lumber imports asian europe ,wiki.topn3,0.2045,timber exports asia logging sawmill hay Lumber import servic economics  food processing Export north america africa north america Asia ,tagmee.topn3.replace,0.1705,Lumber Export Asia ,sensedisambiguation,0.1524,timber timbre exports export Asia ,stem.lovins,0.1447,timber export as ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1399,"{'asia': 2, 'export': 2, 'forest': 2.0, 'timber': 2, 'drc': 1.792, 'log': 1.681, 'conflict': 1.624, 'congo': 1.624, 'africa': 1.552, 'hardwood': 1.251, 'increas': 1.224, 'dimens': 1.164} ",word2vec.topn3,0.1391,timber exports asia lumber wood imports asia  europe asian ,thesaurus.topn3,0.1333,timber exports asia  forest hardwood  dump ship  the East ,,,,,,,,,,,,,,,,,,,,,,,,
616,Volkswagen Mexico ,0.7257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Russia Cuba economy ,0.2581,3,onfields.topn3.10.2.25.1.qld,0.2895,"{'economi': 2, 'russia': 2, 'cuba': 2, 'dollar': 1.486, 'million': 1.357, 'cuban': 1.357, 'imf': 1.214, 'peso': 1.114, 'velekhov': 1.057, 'pillori': 1.043, 'bilater': 1.043, 'russiancuban': 1.043} ",glove.topn3,0.2732,russia cuba economy russian ukraine cuban havana economic ,rm3.topn10.10.0.5.qld,0.2688,cuban credit billion cuba petroleum japan russia economi russian sugar ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Ayatollah Khomeini death ,0.1995,16,word2vec.topn3,0.4259,ayatollah khomeini death marja Khomeni khamenei Khomenei dying ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.3162,"{'death': 2, 'khomeini': 2, 'ayatollah': 2, 'govern': 2.0, 'iran': 1.933, 'report': 1.482, 'islam': 1.421, 'bahai': 1.415, 'right': 1.402, 'iranian': 1.299, 'women': 1.256, 'section': 1.256, 'repres': 1.165} ",glove.topn3.replace,0.2794,khamenei khomeini ruhollah ayatollah died dead ,anchor.topn3,0.2726,ayatollah khomeini death khooyi ayahtolla abd os samad ghods e iran khoemini khomeini  al jamadi phonphanit qorayshi ,glove.topn3,0.2686,ayatollah khomeini death khamenei khomeini ruhollah ayatollah died dead ,sensedisambiguation.replace,0.2489,ayatollah khomeini end ,conceptnet.topn3,0.243,ayatollah khomeini death religious leader Ayatollah Ruholla Khomeini khomeinist killing life a war ,thesaurus.topn3.replace,0.2426,ayatollah khomeini  afterlife annihilation ,conceptnet.topn3.replace,0.2402,religious leader Ayatollah Ruholla Khomeini khomeinist killing life a war ,wordnet.topn3.replace,0.23399999999999999,ayatollah Ayatollah Ruholla Khomeini Ayatollah Khomeini decease demise ,word2vec.topn3.replace,0.2201,marja Khomeni khamenei Khomenei dying ,sensedisambiguation,0.2163,Ayatollah Khomeini death end ,wordnet.topn3,0.2131,ayatollah khomeini death Ayatollah Ruholla Khomeini Ayatollah Khomeini decease dying ,bertqe.topn10.qld,0.2123,"{'Ayatollah Khomeini death': 1.5, 'ayatollah s death reported': 1.0, 'late ayatollah khomeini s': 0.9984798686984383, 'body khomeini  whose death': 0.9537881286057162, 'ayatollah s death ': 0.931080202054572, 'khomeini  died june': 0.8343549442414013} ",rm3.topn10.10.0.5.qld,0.21100000000000002,khomeini ayatollah british iranian rafsanjani iran death islam rushdi mourn ,termluster.topn5.3.qld,0.207,ayatollah khomeini death khomeini death state ayatollah death state ayatollah khomeini state ,,,,,,,,,,,,,,,
619,Winnie Mandela scandal ,0.5909,3,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.6607,"{'scandal': 2, 'th': 2.0, 'mandela': 2, 'winni': 2, 'wherea': 1.188, 'html': 1.141, 'senat': 1.134, 'african': 1.101, 'hous': 1.094, 'committe': 1.081, 'repres': 1.074, 'sr214html': 1.027} ",docluster.topn10.3.qld,0.6286,winnie mandela scandal her ,relevancefeedback.topn10.qld,0.6166,winnie mandela scandal her hi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,France nuclear testing ,0.0499,5,glove.topn3,0.1192,france nuclear testing french paris atomic weapons ,conceptnet.topn3,0.1136,france nuclear testing country Paris Europe atomic ,conceptnet.topn3.replace,0.1114,country Paris Europe atomic testing ,termluster.topn5.3.qld,0.0648,france nuclear testing unit test nuclear franc test unit unit nuclear franc ,wiki.topn3,0.0632,france nuclear testing france southern europe italy France list of nuclear test sites lists of nuclear disasters and radioactivincidents operation plumbbob Nuclear weapons testing ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,women ordained Church of England ,0.3047,7,onfields.topn3.10.2.25.1.qld,0.5378,"{'of': 2, 'england': 2, 'ordain': 2, 'church': 2, 'women': 2, 'priest': 1.779, 'ordin': 1.312, 'synod': 1.195, 'deacon': 1.117, 'dont': 1.117, 'decis': 1.091, 'dilli': 1.0} ",tagmee.topn3.replace,0.4477,Ordination Church of England ,tagmee.topn3,0.4041,women ordained church england Ordination Church of England ,conceptluster.topn5.3.qld,0.3645,women ordained church england ordination ,wiki.topn3,0.3578,women ordained church england christian ordination laity deacon Ordination christian denominations founded in great britain church of england anglican communion church bodies Church of England ,wiki.topn3.replace,0.3252,christian ordination laity deacon Ordination christian denominations founded in great britain church of england anglican communion church bodies Church of England ,termluster.topn5.3.qld,0.3249,women ordained church england church priest would priest women would church could ordin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,price fixing ,0.0281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,toxic chemical weapon ,0.3162,3,wiki.topn3.replace,0.4126,lethal dose precursor  chemistry  intraperitoneal injection Toxicity male mediated teratogens sarin chemical weapons convention Chemical weapon ,wiki.topn3,0.4005,toxic chemical weapon lethal dose precursor  chemistry  intraperitoneal injection Toxicity male mediated teratogens sarin chemical weapons convention Chemical weapon ,docluster.topn10.3.qld,0.3194,toxic chemical weapon chemic ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,SDI Star Wars ,0.2452,7,termluster.topn5.3.qld,0.3218,sdi star wars missil said star missil said sdi year would system ,conceptluster.topn5.3.qld,0.3063,sdi star wars strategic defense initiative ,conceptnet.topn3,0.2921,sdi star wars strategic defense initiative sun violence force ,onfields.topn3.10.2.25.1.qld,0.2768,"{'war': 2, 'program': 2.0, 'star': 2, 'sdi': 2, 'defens': 1.662, 'reagan': 1.308, 'quayl': 1.277, 'hous': 1.169, 'propos': 1.169, 'increas': 1.138, 'spacebas': 1.123} ",tagmee.topn3,0.2692,sdi star wars Strategic Defense Initiative Star Wars ,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2571,"{'war': 2, 'star': 2, 'sdi': 2, 'missil': 2.0, 'space': 1.886, 'defens': 1.671, 'system': 1.586, 'ballist': 1.443, 'weapon': 1.414, 'laser': 1.314, 'icbm': 1.243, 'abm': 1.229, 'spacebas': 1.2} ",tagmee.topn3.replace,0.2566,Strategic Defense Initiative Star Wars ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
