qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20,method.21,metric.21,query.21
INEX_LD-2010019,gallo roman architecture in paris,0.0014,10,tagmee.topn3.replace,0.3225,Albert Einstein Theory of relativity,wiki.topn3.replace,0.1949,pacifists people with acquired austria hungary citizenship swiss agnostics Albert Einstein special relativity quantum gravity cosmological constant Theory of relativity,wiki.topn3,0.1781,gallo roman architecture paris amphitheatrof ththregauls praetorian prefecture of gaul roman gaul Gallo Roman culture outlinof classical architecture frigidarium peristyle Ancient Roman architecture world heritage sites in france  rd century bestablishments companions of the liberation Paris,conceptnet.topn3.replace,0.0279,gallo roman gaulish roman column the Eiffel tower France a cafe,tagmee.topn3,0.0189,gallo roman architecture paris Gallo Roman culture Ancient Roman architecture Paris,conceptnet.topn3,0.0189,gallo roman architecture paris gallo roman gaulish column the Eiffel tower France a cafe,conceptluster.topn5.3.bm25,0.0189,gallo roman architecture paris paris ancient roman architecture gallo roman culture,termluster.topn5.3.bm25,0.0021,gallo roman architecture paris roman architectur gallo architectur roman gallo,stem.trunc5,0.0018,gallo roman archi in paris,bertqe.topn10.bm25,0.0017,"{'gallo roman architecture in paris': 1.5, 'via san gallo': 0.9838523644752019, 'sanctuary vicoforte 19thcentury roman': 1.0, 'via san gallo central': 0.8915801614763551, 'situated via san gallo': 0.8569780853517877, 'giuseppe gallo renaissance architecture gothic': 0.6251441753171857}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2010020,electricity source in France,0.0658,5,wordnet.topn3,0.2011,electricity source france electrical energy germ reservoir seed French Republic Anatole France,rm3.topn10.10.0.5.bm25,0.1309,itali energi sourc electr wind nuclear product gener cost power franc,bertqe.topn10.bm25,0.1258,"{'electricity source in France': 1.5, 'sources electricity france': 1.0, 'power france wind power': 0.9206349206349207, 'france wind power': 0.7936507936507937, 'electricity france': 0.7777777777777778, 'france 75 electricity': 0.7777777777777778}",docluster.topn10.3.bm25,0.1179,electricity source in france electr cost nuclear,relevancefeedback.topn10.bm25,0.0762,electricity source in france theorem energi electr cost dacem nuclear wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2010037,social network API,0.1646,4,tagmee.topn3,0.1935,social network api Social network Application programming interface,conceptluster.topn5.3.bm25,0.1935,social network api social network application programming interface,onfields.topn3.10.1.1.bm25,0.1688,"{'network': 2, 'social': 2, 'api': 2, 'servic': 1.864, 'applic': 1.864, 'mobil': 1.444, 'opensoci': 1.358, 'backend': 1.333, 'interfac': 1.296, 'baa': 1.272, 'webbas': 1.123, 'mbaa': 1.111}",termluster.topn5.3.bm25,0.166,social network api api network servic api social servic network social servic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2010043,List of films from the surrealist category,0.133,10,tagmee.topn3.replace,0.2193,Organic food,termluster.topn5.3.bm25,0.2168,list films surrealist category surrealist produc direct film direct produc,tagmee.topn3,0.2004,list films surrealist category Film Surrealist cinema,conceptluster.topn5.3.bm25,0.2004,list films surrealist category surrealist cinema film,docluster.topn10.3.bm25,0.1629,list of films from the surrealist category film,thesaurus.topn3,0.1597,list films surrealist category,anchor.topn3,0.1597,list films surrealist category,thesaurus.topn3.replace,0.1597,list films surrealist category,anchor.topn3.replace,0.1597,list films surrealist category,wiki.topn3.replace,0.1421,organic farming organic movement local food Organic food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2010057,Einstein Relativity theory,0.3808,1,docluster.topn10.3.bm25,0.3834,einstein relativity theory rel theori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2010069,summer flowers,0.0492,1,sensedisambiguation,0.0572,summer flowers flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2010100,house concrete wood,0.0782,8,conceptnet.topn3,0.2063,house concrete wood home room tree material paper,conceptnet.topn3.replace,0.1712,home room concrete tree material paper,docluster.topn10.3.bm25,0.1334,house concrete wood hous arkansa,stem.paicehusk,0.1321,hous concret wood,stem.porter,0.1321,hous concret wood,stem.porter2,0.1321,hous concret wood,termluster.topn5.3.bm25,0.1111,house concrete wood wood stori second wood stori second complet concret degre,onfields.topn3.10.1.1.bm25,0.1012,"{'concret': 2, 'wood': 2, 'hous': 2, 'frame': 1.34, 'ifil': 1.165, 'siloam': 1.146, 'porch': 1.136, 'degre': 1.117, 'hag': 1.087, 'mcclellandgrim': 1.087, 'guambuilt': 1.049, 'nonifil': 1.049}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2010106,organic food advantages disadvantages,0.0,13,wiki.topn3.replace,0.2544,presidency of the united states cabinet of the united states democratiparty vice presidents of the united states President of the United States united states vice presidential candidates       fillmore family whig party vice presidents of the united states Millard Fillmore direct election separation of powers electoral college Oath of office united states commerce court united states commerccourt helen herron taft William R  Day,stem.lovins,0.1286,organ food advant disadvant,wiki.topn3,0.0893,organic food advantages disadvantages organic farming organic movement local food Organic food,tagmee.topn3.replace,0.0566,President of the United States Millard Fillmore Oath of office William R  Day,stem.trunc5,0.0394,organ food advan disad,tagmee.topn3,0.0161,organic food advantages disadvantages Organic food,conceptluster.topn5.3.bm25,0.0161,organic food advantages disadvantages organic food,rm3.topn10.10.0.5.bm25,0.0119,cattl crop oilse sourc monocrop food product pesticid advantag solar organ global disadvantag,wordnet.topn3,0.0057,organic food advantages disadvantages organic fertilizer constituent constitutional intellectual nourishment nutrient reward vantage disfavor disfavour,relevancefeedback.topn10.bm25,0.0023,organic food advantages disadvantages cattl sourc product advantag oilse pesticid solar translat monocrop oxid,stem.trunc4,0.0018,orga food adva disa,wordnet.topn3.replace,0.0009,organic fertilizer constituent constitutional intellectual nourishment nutrient reward vantage disfavor disfavour,onfields.topn3.10.1.1.bm25,0.0008,"{'disadvantag': 2, 'advantag': 2, 'food': 2, 'organ': 2, 'sourc': 2.0, 'product': 1.924, 'global': 1.658, 'cattl': 1.646, 'feed': 1.544, 'beef': 1.494, 'labor': 1.456, 'divis': 1.443, 'grassf': 1.203, 'pasturerais': 1.177, 'increas': 1.127}",,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2012301,Niagara falls origin lake,0.2162,11,wiki.topn3,0.4207,niagara falls origin lake geography of niagara falls  ontario niagara river waterfalls of ontario Niagara Falls evolutionarily significant biological phenomena carbon    evolutionary history of life Abiogenesis lakes bodies of water river Lake,relevancefeedback.topn10.bm25,0.4164,niagara falls origin lake new she park river state area,rm3.topn10.10.0.5.bm25,0.3794,park lake niagara gorg york ontario origin she code river parkwai fall,word2vec.topn3,0.32,niagara falls origin lake sioux roanoke Niagra fell orgin origin  pond,wordnet.topn3,0.2921,niagara falls origin lake Niagara Falls Niagara River light accrue come down stock inception extraction,tagmee.topn3,0.2561,niagara falls origin lake Niagara Falls Abiogenesis Lake,conceptluster.topn5.3.bm25,0.2561,niagara falls origin lake niagara falls abiogenesis lake,termluster.topn5.3.bm25,0.2432,niagara falls origin lake fall lake name origin north niagara fall lake name fall niagara name,conceptnet.topn3,0.2328,niagara falls origin lake waterfall water,docluster.topn10.3.bm25,0.2307,niagara falls origin lake state,sensedisambiguation,0.2236,Niagara falls precipitate origin lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2012303, Valley fever fungal infection San Joaquin,0.2649,4,tagmee.topn3.replace,0.3787,John Lennon Yoko Ono LP record Starting Over  Raspberries album,word2vec.topn3,0.3646,valley fever fungal infection san joaquin hills typhoid bacterial fungi fungus disease virus francisco bernardino diego mateo vicente clemente,rm3.topn10.10.0.5.bm25,0.2963,san fever vallei posadasii diseas infect coccidioid coccidioidomycosi alternaria immiti joaquin fungal,onfields.topn3.10.1.1.bm25,0.2653,"{'joaquin': 2, 'san': 2, 'infect': 2, 'valley': 2, 'fungal': 2, 'fever': 2, 'coccidioid': 2.0, 'spore': 1.366, 'coccidioidomycosi': 1.358, 'immiti': 1.268, 'diseas': 1.268, 'posadasii': 1.22, 'caus': 1.211, 'arthroconidia': 1.163, 'subdivis': 1.098}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2012305,North Dakota s lowest river of another colour,0.0085,5,tagmee.topn3.replace,0.6473,John Turturro Coen brothers Film director,wiki.topn3.replace,0.4563,stevbuscemi aida turturro stanley tucci John Turturro jonathan demme brian dpalma insidllewyn davis Coen brothers film directors film crew screenwriter Film director,onfields.topn3.10.1.1.bm25,0.0285,"{'colour': 2, 'anoth': 2, 'of': 2, 'lowest': 2, 'river': 2, 'north': 2, 'dakota': 2, 'elect': 1.691, 'presidenti': 1.691, 'pembina': 1.424, 'temperatur': 1.309, 'divis': 1.187, 'watersh': 1.158, 'subdivis': 1.058, 'manitobanorth': 1.05}",tagmee.topn3,0.0213,north dakota  s lowest river another colour North Dakota,termluster.topn5.3.bm25,0.0137,north dakota  s lowest river another colour dakota river south north river south dakota north south,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2012307, July        president died Millard Fillmore sworn following day,0.084,15,sensedisambiguation.replace,0.353,july        president of the united states die Millard fillmore trust watch sidereal day,rm3.topn10.10.0.5.bm25,0.3055,treati taylor dai sworn york abigail juli      presid presidenti follow di zachari millard fillmor,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.2682,"{'day': 2, 'follow': 2, 'sworn': 2, 'die': 2, '1850': 2, 'juli': 2, 'millard': 2, 'presid': 2, 'fillmor': 2, 'strang': 1.403, 'senat': 1.353, 'documentwriteopt': 1.307, 'vice': 1.283, 'bate': 1.216, 'whig': 1.184, 'weed': 1.138, 'strangit': 1.088}",wiki.topn3,0.2579,july      president died millard fillmore sworn following day presidency of the united states cabinet of the united states democratiparty vice presidents of the united states President of the United States united states vice presidential candidates       fillmore family whig party vice presidents of the united states Millard Fillmore direct election separation of powers electoral college Oath of office united states commerce court united states commerccourt helen herron taft William R  Day,wordnet.topn3.replace,0.2302,july      chairwoman chairperson snuff it die out fail millard Millard Fillmore President Fillmore swan pledged cuss stick to observe play along daytime solar day,termluster.topn5.3.bm25,0.1781,july      president died millard fillmore sworn following day unit state millard birth death fillmor unit state presid,wordnet.topn3,0.1653,july      president died millard fillmore sworn following day chairwoman chairperson snuff it die out fail Millard Fillmore President Fillmore swan pledged cuss stick to observe play along daytime solar day,relevancefeedback.topn10.bm25,0.1489,july       president died millard fillmore sworn following day district maryland utah state fillmor taylor oath comic,glove.topn3.replace,0.14300000000000002,april june           vice death killed fillmore hohtz millard kd   oath swore after week,onfields.topn3.10.1.1.bm25,0.1423,"{'day': 2, 'follow': 2, 'sworn': 2, 'die': 2, 'presid': 2, '1850': 2, 'juli': 2, 'maryland': 2.0, 'millard': 2, 'fillmor': 2, 'judg': 1.982, 'utah': 1.909, 'hoffman': 1.764, 'glenn': 1.582, 'lyman': 1.582, 'ogden': 1.473, 'elkton': 1.2, 'clisbe': 1.127}",glove.topn3,0.1363,july      president died millard fillmore sworn following day april june           vice death killed fillmore hohtz millard kd   oath swore after week,stem.krovetz,0.1311,july president die millard fillmore sworn following day,stem.porter2,0.1311,juli presid die millard fillmor sworn follow day,bertqe.topn10.bm25,0.1157,"{' July 1850  president died Millard Fillmore sworn following day': 1.5, 'fillmore march 18 1852': 1.0, 'millard fillmore march 18': 0.9932363882313155, 'july 9 1850': 0.9820764288129862, 'death july 1850': 0.46330740615488675, 'ceremonial swearingin following day': 0.5935069327020629}",conceptnet.topn3,0.1111,july      president died millard fillmore sworn following day leader cross millard county President Fillmore ventura county kentucky pledged claque birthday morning time,,,,,,,,,,,,,,,,,,
INEX_LD-2012309,residents small island city state  Malay Peninsula Chinese,0.0397,9,conceptluster.topn5.3.bm25,0.2583,residents small island city state malay peninsula chinese city state overseas chinese,wiki.topn3,0.0993,residents small island city state malay peninsula chinese countries by characteristic thalassocracy athenian empire City state landforms of thailand regions of malaysia peninsular malaysia Malay Peninsula yue chinese yuchinese hoklo people Overseas Chinese,bertqe.topn10.bm25,0.07400000000000001,"{'residents small island citystate  Malay Peninsula Chinese': 1.5, 'malaya malaysian chinese list': 0.9354838709677419, 'han chinese federal territories malaysia': 1.0, 'malay negerinegeri selat chinese': 0.9354838709677419, 'east indies kota kinabalu malaysians': 0.4516129032258066, 'dutch borneo 1898png overseas chinese': 0.2258064516129034}",tagmee.topn3,0.0715,residents small island city state malay peninsula chinese City state Malay Peninsula Overseas Chinese,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0688,"{'peninsula': 2, 'cityst': 2, 'island': 2, 'small': 2, 'resid': 2, 'chines': 2, 'malay': 2, 'malaysia': 1.731, 'govern': 1.252, 'singapor': 1.218, 'trade': 1.185, 'malaysian': 1.168, 'economi': 1.109, 'hous': 1.084, 'repres': 1.05, 'sts050111018': 1.017}",wordnet.topn3,0.054000000000000006,residents small island city state malay peninsula chinese occupier house physician small scale pocket size minor city state Malayan Formosan Taiwanese,stem.trunc5,0.047,resid small islan city state malay penin chine,tagmee.topn3.replace,0.0417,Crime Writers  Association Novel Sons and Lovers,stem.paicehusk,0.0413,resid smal island city stat malay peninsul chines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2012311,John Lennon Yoko Ono album Starting Over,0.5083,5,thesaurus.topn3,0.5212,john lennon yoko ono album starting,anchor.topn3,0.5212,john lennon yoko ono album starting,thesaurus.topn3.replace,0.5212,john lennon yoko ono album starting,anchor.topn3.replace,0.5212,john lennon yoko ono album starting,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.5176,"{'over': 2, 'start': 2, 'album': 2, 'ono': 2, 'yoko': 2, 'lennon': 2, 'john': 2, 'var': 2.0, 'interview': 1.765, 'null': 1.765, 'documentsearchwidgitsearchtyp': 1.353, 'documentwriteopt': 1.353, 'savedsearch': 1.294, 'documentsearchwidgitsortdropdownoptionslength': 1.294, 'savedscop': 1.294, 'savedtag': 1.235, 'newurl': 1.235, 'sortopt': 1.176}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2012313,John Turturro      Coen Brothers film,0.6041,7,onfields.topn3.10.1.1.bm25,0.7756,"{'film': 2, 'brother': 2, '1991': 2, 'john': 2, 'turturro': 2, 'coen': 2, 'miller': 1.496, 'fink': 1.496, 'barton': 1.449, 'hudsuck': 1.236, 'lebowski': 1.22, 'burwel': 1.205, 'ladykil': 1.157, 'intoler': 1.126, 'proxi': 1.0}",termluster.topn5.3.bm25,0.65,john turturro      coen brothers film actor associ turturro actor associ john writer burwel carter miller fink film brother barton cross,rm3.topn10.10.0.5.bm25,0.6424,cann award      stori fink coen john lebowski turturro festiv brother film,conceptluster.topn5.3.bm25,0.6406,john turturro      coen brothers film film director coen brothers,tagmee.topn3,0.6299,john turturro      coen brothers film John Turturro Coen brothers Film director,wiki.topn3,0.6269,john turturro      coen brothers film stevbuscemi aida turturro stanley tucci John Turturro jonathan demme brian dpalma insidllewyn davis Coen brothers film directors film crew screenwriter Film director,stem.paicehusk,0.6087,john turturro coen broth film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2012315,Baguio Quezon City  Manila official independence,0.0095,15,tagmee.topn3.replace,0.1267,Asian people Port Stamford Raffles Stamford Raffles,wordnet.topn3,0.0811,baguio quezon city manila official independence      urban center metropolis manilla prescribed functionary,conceptnet.topn3,0.0761,baguio quezon city manila official independence      capital town manilla football official noticer,wordnet.topn3.replace,0.0604,baguio quezon urban center metropolis manilla prescribed functionary independence,conceptnet.topn3.replace,0.0567,baguio quezon capital town manilla football official noticer independence,wiki.topn3.replace,0.0466,asian people multiracial hapa Asian people ports and harbours ship transport cargo Port british rule in indonesia anglo dutch treaty of           in the netherlands Stamford Raffles british rule in indonesia anglo dutch treaty of           in the netherlands Stamford Raffles,onfields.topn3.10.1.1.bm25,0.0288,"{'1945': 2, 'independ': 2, 'offici': 2, 'manila': 2, 'citi': 2, 'baguio': 2, 'quezon': 2, 'ng': 2.0, 'philippin': 1.995, 'legisl': 1.696, 'hous': 1.458, 'repres': 1.392, 'cathedr': 1.255, 'pilipina': 1.077, 'mga': 1.058, 'occident': 1.049, 'kinatawan': 1.044}",rm3.topn10.10.0.5.bm25,0.0249,san local baguio republ cathedr independ quezon citi court      presid philippin manila legisl offici govern,adaponfields.topn3.exgov2.4.0.25.10.1.1.bm25,0.0208,"{'1945': 2, 'independ': 2, 'offici': 2, 'quezon': 2, 'baguio': 2, 'intern': 2.0, 'manila': 2, 'citi': 2, '2001': 1.924, 'makati': 1.715, 'philippin': 1.696, 'bldg': 1.582, 'ave': 1.373, 'pasig': 1.297, 'legaspi': 1.209, 'ortiga': 1.19}",relevancefeedback.topn10.bm25,0.0152,baguio quezon city manila official independence      philippin district cathedr ni local area,wiki.topn3,0.0133,baguio quezon city manila official independence      baguio las piñas calabarzon Baguio quezon city metro manila metro manila Quezon City planned cities in the philippines cities in metro manila manila Manila ethnologue languagpolicy lingua franca Official language sovereign state sovereignty republic Independence,conceptluster.topn5.3.bm25,0.012,baguio quezon city manila official independence      official language independence,tagmee.topn3,0.0115,baguio quezon city manila official independence      Baguio Quezon City Manila Official language Independence,termluster.topn5.3.bm25,0.0106,baguio quezon city manila official independence      citi manila philippin baguio citi manila san quezon philippin baguio citi philippin,docluster.topn10.3.bm25,0.0098,baguio quezon city manila official independence      philippin,,,,,,,,,,,,,,,,,,
INEX_LD-2012317,daggeroso inclined to use a dagger novel Sons and Lovers,0.0862,2,sensedisambiguation,0.4429,daggeroso inclined tend to use a dagger novel Sons son and Lovers lover,tagmee.topn3,0.1246,daggeroso inclined use dagger novel sons lovers Crime Writers  Association Novel Sons and Lovers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INEX_LD-2012318,Directed Bela Glen Glenda Bride Monster Plan   Outer Space,0.2182,8,sensedisambiguation.replace,0.3792,mastermind Bela glen Glenda bridget monster plan nine outer outer space,onfields.topn3.10.1.1.bm25,0.3463,"{'space': 2, 'outer': 2, '9': 2, 'plan': 2, 'glen': 2, 'direct': 2, 'glenda': 2, 'film': 2.0, 'monster': 2, 'bela': 2, 'bride': 2, 'ed': 1.781, 'wood': 1.253, 'brook': 1.124, 'lugosi': 1.12, 'conrad': 1.112, 'frankenstein': 1.069}",rm3.topn10.10.0.5.bm25,0.3391,wood lugosi space bela glen   bride plan direct glenda monster outer actor male brook ed film,tagmee.topn3.replace,0.2854,Inheritance James G  Blaine Law,sensedisambiguation,0.2852,Directed mastermind Bela Glen Glenda Bride bridget Monster Plan   nine Outer Space outer space,stem.trunc5,0.2719,direc bela glen glend bride monst plan outer space,relevancefeedback.topn10.bm25,0.2668,directed bela glen glenda bride monster plan   outer space film actor lugosi wood,docluster.topn10.3.bm25,0.2227,directed bela glen glenda bride monster plan   outer space film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
