qid,abstractqueryexpansion,abstractqueryexpansion.qld.rm3.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18,method.19,metric.19,query.19,method.20,metric.20,query.20
685,Oscar winner selection ,0.3337,8,termluster.topn5.3.qld.rm3,0.4632,oscar winner selection film nomin year ,conceptluster.topn5.3.qld.rm3,0.428,oscar winner selection academy awards ,wiki.topn3.replace,0.4192,academy of motion picturarts and sciences american film institute featurlength Academy Awards academy of motion picturarts and sciences american film institute featurlength Academy Awards ,tagmee.topn3,0.4131,oscar winner selection Academy Awards Academy Awards ,wiki.topn3,0.4123,oscar winner selection academy of motion picturarts and sciences american film institute featurlength Academy Awards academy of motion picturarts and sciences american film institute featurlength Academy Awards ,sensedisambiguation,0.4045,Oscar academy award winner selection survival ,wordnet.topn3,0.3849,oscar winner selection Academy Award succeeder achiever survival pick option ,relevancefeedback.topn10.qld.rm3,0.3431,oscar winner selection dga present film best dress ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Argentina pegging dollar ,0.3642,1,conceptnet.topn3,0.41600000000000004,argentina pegging dollar money currency cent ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Northern Ireland industry ,0.1982,3,relevancefeedback.topn10.qld.rm3,0.3102,northern ireland industry pound project ,termluster.topn5.3.qld.rm3,0.2425,northern ireland industry compani industri ireland compani industri northern year pound per ,docluster.topn10.3.qld.rm3,0.1992,northern ireland industry pound ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,non U S  media bias ,0.016,8,tagmee.topn3,0.1541,non u s  media bias Media bias ,conceptluster.topn5.3.qld.rm3,0.1541,non u s  media bias media bias ,tagmee.topn3.replace,0.1534,Media bias ,termluster.topn5.3.qld.rm3,0.0832,non u s  media bias journalist new polit ,conceptnet.topn3,0.0719,non u s  media bias press ,wiki.topn3,0.0623,non u s  media bias godwin s law spin  public relations  susan faludi Media bias ,word2vec.topn3,0.0539,non u s  media bias press biases biased ,thesaurus.topn3,0.0401,non u s  media bias   news publishing  bigotry favoritism ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,family planning aid ,0.0212,6,thesaurus.topn3,0.0484,family planning aid  birth prevention contraception  assistance benefit ,wiki.topn3.replace,0.045,united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,wiki.topn3,0.0304,family planning aid united nations population fund reproductivhealth family planning Family planning development assistanccommittee cash transfers aid agency Aid ,word2vec.topn3,0.0297,family planning aid population control birth control reproductive health assistance assist ,relevancefeedback.topn10.qld.rm3,0.0281,family planning aid popul famili plan ,docluster.topn10.3.qld.rm3,0.0281,family planning aid popul famili plan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,college education advantage ,0.006,7,wordnet.topn3.replace,0.0323,college Department of Education Education Department vantage reward ,wordnet.topn3,0.0146,college education advantage instruction training reward vantage ,conceptnet.topn3,0.0094,college education advantage degree school further your career seeing art ,stem.paicehusk,0.0091,colleg educ adv ,tagmee.topn3,0.0067,college education advantage Higher education Education ,conceptluster.topn5.3.qld.rm3,0.0067,college education advantage education higher education ,wiki.topn3,0.0066,college education advantage university college education Higher education knowledge sharing philosophy of education education Education ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,clear cutting forests ,0.2258,1,wiki.topn3,0.2323,clear cutting forests forest management slash  logging  controlled burn Clearcutting tobacco in the united kingdom grassland habitat Forest ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,prostate cancer detection treatment ,0.4024,7,relevancefeedback.topn10.qld.rm3,0.6375,prostate cancer detection treatment block beam prostat zoladex ,termluster.topn5.3.qld.rm3,0.4556,prostate cancer detection treatment year diseas cancer year prostat diseas ,tagmee.topn3.replace,0.4492,Prostate cancer Therapy ,tagmee.topn3,0.4453,prostate cancer detection treatment Prostate cancer Therapy ,conceptluster.topn5.3.qld.rm3,0.4453,prostate cancer detection treatment therapy prostate cancer ,anchor.topn3,0.4211,prostate cancer detection treatment institute upmc insulinoma cancercent tretman   poseban  treatment ,anchor.topn3.replace,0.4068,prostate institute upmc insulinoma cancercent detection tretman   poseban  treatment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,newspapers electronic media ,0.1987,1,sensedisambiguation,0.2,newspapers newspaper electronic media metier ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,compost pile ,0.4346,7,tagmee.topn3.replace,0.5326,Compost Compost ,tagmee.topn3,0.4972,compost pile Compost Compost ,wiki.topn3,0.4851,compost pile hydroponics autonomous building food preservation Compost hydroponics autonomous building food preservation Compost ,conceptluster.topn5.3.qld.rm3,0.4687,compost pile compost ,wordnet.topn3,0.4587,compost pile quite a little sight big money ,sensedisambiguation.replace,0.441,compost voltaic pile ,anchor.topn3,0.4371,compost pile thermophile extrem vignetting pixel kinetoscop  franki  tornbjerg donggong ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,white collar crime sentence ,0.3792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,safety plastic surgery ,0.2838,4,relevancefeedback.topn10.qld.rm3,0.5091,safety plastic surgery surgeri implant said sai offic ,docluster.topn10.3.qld.rm3,0.4948,safety plastic surgery surgeri said implant ,termluster.topn5.3.qld.rm3,0.4225,safety plastic surgery breast cosmet doctor year surgeon sai ,word2vec.topn3,0.3553,safety plastic surgery security health cardboard knee replacement ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,air traffic controller ,0.0678,2,relevancefeedback.topn10.qld.rm3,0.0736,air traffic controller system control ,docluster.topn10.3.qld.rm3,0.0736,air traffic controller control system ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,literacy rates Africa ,0.5437,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,term limits ,0.4933,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,gasoline tax U S ,0.0515,5,termluster.topn5.3.qld.rm3,0.2402,gasoline tax u s tax said increas gallon gasolin increas ,tagmee.topn3,0.1159,gasoline tax u s Fuel tax United States dollar ,conceptluster.topn5.3.qld.rm3,0.1159,gasoline tax u s  fuel tax united states dollar ,relevancefeedback.topn10.qld.rm3,0.0867,gasoline tax u s  cent said price gasolin ,docluster.topn10.3.qld.rm3,0.0798,gasoline tax u s  price ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
