qid,abstractqueryexpansion,abstractqueryexpansion.qld.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17
2838988,How can I get a cork out of  not into  a wine bottle without a corkscrew,0.7105,4,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.8026,"{'without': 2, 'wine': 2, 'into': 2, 'not': 2, 'of': 2, 'out': 2, 'a': 2, 'get': 2, 'i': 2, 'can': 2, 'how': 2, 'bottl': 2, 'corkscrew': 2, 'cork': 2, 'id': 1.278, 'pull': 1.278, 'worm': 1.222, 'wire': 1.167, 'content': 1.167, 'lever': 1.167, 'bent': 1.111, 'plier': 1.111}",onfields.topn3.10.2.25.1.qld,0.7974,"{'corkscrew?': 2, 'without': 2, 'wine': 2, 'into,': 2, 'not': 2, 'of,': 2, 'out': 2, 'a': 2, 'get': 2, 'i': 2, 'can': 2, 'how': 2, 'bottl': 2, 'cork': 2, 'id': 1.278, 'pull': 1.278, 'worm': 1.222, 'corkscrew': 1.222, 'wire': 1.167, 'content': 1.167, 'lever': 1.167, 'bent': 1.111, 'plier': 1.111}",tagmee.topn3,0.7149,get cork wine bottle without corkscrew Can I Get A    Cork  material  Wine bottle Corkscrew,conceptluster.topn5.3.qld,0.7149,get cork wine bottle without corkscrew corkscrew get     cork material wine bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456214,What is the importance of absolute zero temperature,0.857,6,tagmee.topn3,0.8802,importance absolute zero temperature Absolute zero Absolute zero Temperature,thesaurus.topn3,0.8602,importance absolute zero temperature,anchor.topn3,0.8602,importance absolute zero temperature,thesaurus.topn3.replace,0.8602,importance absolute zero temperature,anchor.topn3.replace,0.8602,importance absolute zero temperature,conceptluster.topn5.3.qld,0.8592,importance absolute zero temperature temperature absolute zero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761742,How can I become a playa,0.7333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825386,How can I develop leanbody and muscles,0.0993,6,thesaurus.topn3,0.1464,develop leanbody muscles,anchor.topn3,0.1464,develop leanbody muscles,thesaurus.topn3.replace,0.1464,develop leanbody muscles,anchor.topn3.replace,0.1464,develop leanbody muscles,termluster.topn5.3.qld,0.1464,develop leanbody muscles,onfields.topn3.10.2.25.1.qld,0.1016,"{'muscles?': 2, 'and': 2, 'leanbodi': 2, 'develop': 2, 'i': 2, 'can': 2, 'how': 2, 'muscl': 2.0, 'ms': 1.926, 'dystonia': 1.852, 'exercis': 1.63, 'may': 1.519, 'kegel': 1.519, 'caus': 1.444, 'diseas': 1.37, 'symptom': 1.296, 'strengthen': 1.222, 'pelvic': 1.222}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443586,What is a Bro,0.2144,14,thesaurus.topn3,0.3547,bro,wordnet.topn3,0.3547,bro,anchor.topn3,0.3547,bro,wiki.topn3,0.3547,bro,tagmee.topn3,0.3547,bro,conceptnet.topn3,0.3547,bro,thesaurus.topn3.replace,0.3547,bro,wordnet.topn3.replace,0.3547,bro,anchor.topn3.replace,0.3547,bro,conceptnet.topn3.replace,0.3547,bro,termluster.topn5.3.qld,0.3547,bro,conceptluster.topn5.3.qld,0.3547,bro,bertqe.topn10.qld,0.2591,"{'What is a Bro': 1.5, 'note  bro slang': 1.0, '  brother bro': 0.9979071484149075, 'bro first': 0.9972095055936423, ' 244358618    contents    bro': 0.9925449271032181, 'bro      id  ': 0.9676331183385343}",onfields.topn3.10.2.25.1.qld,0.2455,"{'bro?': 2, 'a': 2, 'is': 2, 'what': 2, 'bro': 2.0, 'ur': 1.857, 'id': 1.571, 'content': 1.429, 'chick': 1.286, 'femmi': 1.286, 'rightor': 1.143, 'angryi': 1.143, '13074141': 1.143, '12285282': 1.143, '24435868': 1.143}",,,,,,,,,
172731,how for is saturn from the sun,0.3034,7,thesaurus.topn3,0.3298,saturn sun,anchor.topn3,0.3298,saturn sun,tagmee.topn3,0.3298,saturn sun Saturn Sun,thesaurus.topn3.replace,0.3298,saturn sun,anchor.topn3.replace,0.3298,saturn sun,termluster.topn5.3.qld,0.3298,saturn sun,conceptluster.topn5.3.qld,0.3298,saturn sun sun saturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783398,What is a nucleus,0.322,8,thesaurus.topn3,0.3532,nucleus,anchor.topn3,0.3532,nucleus,wiki.topn3,0.3532,nucleus,tagmee.topn3,0.3532,nucleus,thesaurus.topn3.replace,0.3532,nucleus,anchor.topn3.replace,0.3532,nucleus,conceptluster.topn5.3.qld,0.3532,nucleus,docluster.topn10.3.qld,0.3325,what is a nucleus  nucleu,,,,,,,,,,,,,,,,,,,,,,,,,,,
402514,why do my baked potatos never taste near as good as when I get them in a nice restaurant,0.1911,5,thesaurus.topn3,0.2079,baked potatos never taste near good get nice restaurant,anchor.topn3,0.2079,baked potatos never taste near good get nice restaurant,thesaurus.topn3.replace,0.2079,baked potatos never taste near good get nice restaurant,anchor.topn3.replace,0.2079,baked potatos never taste near good get nice restaurant,termluster.topn5.3.qld,0.2079,baked potatos never taste near good get nice restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278201,how does Ultraviolet Light Affects Seed Germination and plant growth,0.6375,9,onfields.topn3.10.2.25.1.qld,0.6966,"{'growth?': 2, 'and': 2, 'affect': 2, 'light': 2, 'ultraviolet': 2, 'doe': 2, 'how': 2, 'plant': 2, 'germin': 2, 'seed': 2, 'test': 1.464, 'cut': 1.333, 'soil': 1.174, 'bonsai': 1.13, 'tree': 1.116, 'seedl': 1.058, 'diseas': 1.058, 'tetrazolium': 1.043}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.6966,"{'growth': 2, 'and': 2, 'affect': 2, 'light': 2, 'ultraviolet': 2, 'doe': 2, 'how': 2, 'plant': 2, 'germin': 2, 'seed': 2, 'test': 1.464, 'cut': 1.333, 'soil': 1.174, 'bonsai': 1.13, 'tree': 1.116, 'seedl': 1.058, 'diseas': 1.058, 'tetrazolium': 1.043}",docluster.topn10.3.qld,0.6683,how does ultraviolet light affects seed germination and plant growth  germin,stem.krovetz,0.6411,how do ultraviolet light affect seed germinate and plant growth,thesaurus.topn3,0.6397,ultraviolet light affects seed germination plant growth,anchor.topn3,0.6397,ultraviolet light affects seed germination plant growth,thesaurus.topn3.replace,0.6397,ultraviolet light affects seed germination plant growth,anchor.topn3.replace,0.6397,ultraviolet light affects seed germination plant growth,termluster.topn5.3.qld,0.6397,ultraviolet light affects seed germination plant growth,,,,,,,,,,,,,,,,,,,,,,,,
2539741,what cause the car to have white smoke coming from the muffler and making a kicking or knocking sounds,0.152,8,onfields.topn3.10.2.25.1.qld,0.2105,"{'sounds?': 2, 'knock': 2, 'or': 2, 'kick': 2, 'a': 2, 'and': 2, 'from': 2, 'come': 2, 'smoke': 2, 'white': 2, 'have': 2, 'to': 2, 'the': 2, 'caus': 2, 'what': 2, 'make': 2, 'muffler': 2, 'car': 2, 'id': 1.375, 'check': 1.312, 'comput': 1.25, 'exhaust': 1.25, 'mile': 1.188, 'content': 1.188, 'civic': 1.125, 'hors': 1.125}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2105,"{'sound': 2, 'knock': 2, 'or': 2, 'kick': 2, 'a': 2, 'and': 2, 'from': 2, 'come': 2, 'smoke': 2, 'white': 2, 'have': 2, 'to': 2, 'the': 2, 'caus': 2, 'what': 2, 'make': 2, 'muffler': 2, 'car': 2, 'id': 1.375, 'check': 1.312, 'comput': 1.25, 'exhaust': 1.25, 'mile': 1.188, 'content': 1.188, 'civic': 1.125, 'hors': 1.125}",thesaurus.topn3,0.1617,cause car white smoke coming muffler making kicking knocking sounds,anchor.topn3,0.1617,cause car white smoke coming muffler making kicking knocking sounds,thesaurus.topn3.replace,0.1617,cause car white smoke coming muffler making kicking knocking sounds,anchor.topn3.replace,0.1617,cause car white smoke coming muffler making kicking knocking sounds,termluster.topn5.3.qld,0.1617,cause car white smoke coming muffler making kicking knocking sounds,docluster.topn10.3.qld,0.1532,what cause the car to have white smoke coming from the muffler and making a kicking or knocking sounds  your you,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714728,Why is the world so shallow,0.3382,6,thesaurus.topn3,0.4896,world shallow,anchor.topn3,0.4896,world shallow,thesaurus.topn3.replace,0.4896,world shallow,anchor.topn3.replace,0.4896,world shallow,termluster.topn5.3.qld,0.4896,world shallow,onfields.topn3.10.2.25.1.qld,0.4812,"{'shallow?': 2, 'so': 2, 'the': 2, 'is': 2, 'whi': 2, 'id': 2.0, 'world': 2, 'ban': 1.833, 'shallow': 1.667, 'plan': 1.5, 'content': 1.5, 'disturb': 1.333, 'beauti': 1.333, 'seema': 1.333, '373779511': 1.167, 'http360yahoocomngfl7': 1.167}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778229,how were the witches tested in the salem witch trials,0.6586,8,sensedisambiguation,0.6976,how were the witches witch tested test in the salem witch trials trial,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.6954,"{'in': 2, 'test': 2, 'the': 2, 'were': 2, 'how': 2, 'trial': 2, 'witch': 2, 'salem': 2, 'witchcraft': 1.312, 'villag': 1.219, 'accus': 1.219, '1692': 1.188, 'william': 1.156, 'hysteria': 1.125, 'refus': 1.094, 'fairytal': 1.094}",onfields.topn3.10.2.25.1.qld,0.6913,"{'trials?': 2, 'in': 2, 'test': 2, 'the': 2, 'were': 2, 'how': 2, 'witch': 2, 'salem': 2, 'trial': 1.406, 'witchcraft': 1.312, 'villag': 1.219, 'accus': 1.219, '1692': 1.188, 'william': 1.156, 'hysteria': 1.125, 'fairytal': 1.094, 'refus': 1.094}",thesaurus.topn3,0.6822,witches tested salem witch trials,anchor.topn3,0.6822,witches tested salem witch trials,thesaurus.topn3.replace,0.6822,witches tested salem witch trials,anchor.topn3.replace,0.6822,witches tested salem witch trials,termluster.topn5.3.qld,0.6822,witches tested salem witch trials,,,,,,,,,,,,,,,,,,,,,,,,,,,
3640705,what is the punishment for child molestors,0.2201,8,onfields.topn3.10.2.25.1.qld,0.3244,"{'molestors?': 2, 'for': 2, 'punish': 2, 'the': 2, 'is': 2, 'what': 2, 'child': 2, 'molest': 2.0, 'id': 1.727, 'priest': 1.636, 'dont': 1.545, 'children': 1.364, 'molestor': 1.364, 'content': 1.273, 'neighborhood': 1.182, 'condon': 1.182, 'agre': 1.182}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.2709,"{'for': 2, 'punish': 2, 'the': 2, 'is': 2, 'what': 2, 'child': 2, 'molestor': 2, 'molest': 2.0, 'id': 1.727, 'priest': 1.636, 'dont': 1.545, 'children': 1.364, 'content': 1.273, 'neighborhood': 1.182, 'condon': 1.182, 'agre': 1.182}",rm3.topn10.10.0.5.qld,0.251,molestor than defend ha should priest punish them what hang molest child,thesaurus.topn3,0.2255,punishment child molestors,anchor.topn3,0.2255,punishment child molestors,thesaurus.topn3.replace,0.2255,punishment child molestors,anchor.topn3.replace,0.2255,punishment child molestors,termluster.topn5.3.qld,0.2255,punishment child molestors,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077370,Why do only Humans have Finger prints,0.5008,6,thesaurus.topn3,0.5394,humans finger prints,anchor.topn3,0.5394,humans finger prints,thesaurus.topn3.replace,0.5394,humans finger prints,anchor.topn3.replace,0.5394,humans finger prints,termluster.topn5.3.qld,0.5394,humans finger prints,onfields.topn3.10.2.25.1.qld,0.5194,"{'prints?': 2, 'have': 2, 'human': 2, 'onli': 2, 'do': 2, 'whi': 2, 'id': 2.0, 'finger': 2, 'print': 1.92, 'fingerprint': 1.4, 'ridg': 1.28, 'identif': 1.24, 'uniqu': 1.2, 'thoma': 1.16, 'identifi': 1.12, 'dermal': 1.12, 'forens': 1.08}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373069,Freedom of Speech   why don t people understand how to use it,0.0835,4,onfields.topn3.10.2.25.1.qld,0.1749,"{'it?': 2, 'use': 2, 'to': 2, 'how': 2, 'understand': 2, 'peopl': 2, ""don't"": 2, 'whi': 2, '-': 2, 'speech': 2, 'of': 2, 'freedom': 2, 'dont': 2.0, 'id': 1.667, 'believ': 1.556, 'smoke': 1.444, 'content': 1.333, 'advis': 1.111, '31331478': 1.111, '6348336': 1.111, '158003317': 1.111, 'tknowwhenin': 1.111, 'idon': 1.111}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.1104,"{'it': 2, 'use': 2, 'to': 2, 'how': 2, 'understand': 2, 'peopl': 2, 'dont': 2, 'whi': 2, 'of': 2, 'speech': 2, 'freedom': 2, 'right': 1.529, 'govt': 1.412, 'peac': 1.353, 'caus': 1.235, 'overrid': 1.235, 'disrupt': 1.176, 'exercis': 1.176, 'breach': 1.118, 'peaceabl': 1.118}",tagmee.topn3,0.0943,freedom speech n t people understand use Freedom of speech,conceptluster.topn5.3.qld,0.0943,freedom speech n t people understand use freedom speech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063812,How do I grow taller,0.4057,10,onfields.topn3.10.2.25.1.qld,0.4419,"{'taller?': 2, 'i': 2, 'do': 2, 'how': 2, 'grow': 2, 'tall': 2.0, 'id': 1.733, 'im': 1.733, 'taller': 1.667, 'year': 1.467, 'asian': 1.4, 'girl': 1.333, 'height': 1.333, 'almost': 1.267, 'puberti': 1.0}",thesaurus.topn3,0.4255,grow taller,anchor.topn3,0.4255,grow taller,wiki.topn3,0.4255,grow taller,tagmee.topn3,0.4255,grow taller,thesaurus.topn3.replace,0.4255,grow taller,anchor.topn3.replace,0.4255,grow taller,termluster.topn5.3.qld,0.4255,grow taller,conceptluster.topn5.3.qld,0.4255,grow taller,relevancefeedback.topn10.qld,0.4093,how do i grow taller  you my taller u,,,,,,,,,,,,,,,,,,,,,
2722241,why do some animals hide in a dark place b  they die,0.0645,7,thesaurus.topn3,0.1012,animals hide dark place b  die,anchor.topn3,0.1012,animals hide dark place b  die,thesaurus.topn3.replace,0.1012,animals hide dark place b  die,anchor.topn3.replace,0.1012,animals hide dark place b  die,termluster.topn5.3.qld,0.1012,animals hide dark place b  die,tagmee.topn3,0.076,animals hide dark place b  die The Animals Hide  musician,conceptluster.topn5.3.qld,0.076,animals hide dark place b  die hide musician animals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746920,How do you get rid of wart on your hand a using home method,0.4172,5,thesaurus.topn3,0.4534,get rid wart hand using home method,anchor.topn3,0.4534,get rid wart hand using home method,thesaurus.topn3.replace,0.4534,get rid wart hand using home method,anchor.topn3.replace,0.4534,get rid wart hand using home method,termluster.topn5.3.qld,0.4534,get rid wart hand using home method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977054,Couscous is a food from what origin,0.2353,7,thesaurus.topn3,0.2595,couscous food origin,anchor.topn3,0.2595,couscous food origin,thesaurus.topn3.replace,0.2595,couscous food origin,anchor.topn3.replace,0.2595,couscous food origin,termluster.topn5.3.qld,0.2595,couscous food origin,bertqe.topn10.qld,0.2419,"{'Couscous is a food from what origin': 1.5, 'african descent   couscous': 1.0, 'maize  couscous traditionally served': 0.37573232367900705, 'states couscous known': 0.270552219044689, 'couscous  claim couscous ': 0.2523184153853809, 'north african origin  indeed ': 0.21620954107468143}",tagmee.topn3,0.2405,couscous food origin Couscous Food Etymology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199639,How to  LOSE all body fat,0.2366,7,thesaurus.topn3,0.2601,   lose    body fat,anchor.topn3,0.2601,   lose    body fat,wiki.topn3,0.2601,   lose    body fat,tagmee.topn3,0.2601,   lose    body fat,thesaurus.topn3.replace,0.2601,lose body fat,anchor.topn3.replace,0.2601,   lose    body fat,conceptluster.topn5.3.qld,0.2601,   lose    body fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785579,If you could be an element of weather  which would you choose  and why,0.0217,1,stem.porter,0.0251,if you could be an element of weather which would you choos and why,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964316,What do you mean by  weed,0.2827,10,conceptluster.topn5.3.qld,0.4,mean    weed    mean,thesaurus.topn3,0.3837,mean    weed,anchor.topn3,0.3837,mean    weed,thesaurus.topn3.replace,0.3837,mean weed,anchor.topn3.replace,0.3837,mean    weed,termluster.topn5.3.qld,0.3837,mean    weed,onfields.topn3.10.2.25.1.qld,0.3632,"{'weed?': 2, 'by': 2, 'mean': 2, 'you': 2, 'do': 2, 'what': 2, 'weed': 2.0, 'wheat': 1.562, 'pull': 1.438, 'dont': 1.375, 'plant': 1.375, 'illeg': 1.375, 'farmer': 1.312, 'harvest': 1.25, 'sfc': 1.188, 'bammer': 1.125, 'darnel': 1.125}",bertqe.topn10.qld,0.3072,"{'What do you mean by weed': 1.5, 'weeds  ': 1.0, 'illegal    weed nt': 0.647576085165314, 'weeds self': 0.5392325646250526, 'weed anywhere plant': 0.4801906031037772, 'weeds    workers asked  29': 0.4569178199403583}",wiki.topn3,0.29100000000000004,mean    weed    What Do You Mean,tagmee.topn3,0.29100000000000004,mean    weed    What Do You Mean,,,,,,,,,,,,,,,,,,,,,
3206998,how does disneyland make it snow,0.3634,8,tagmee.topn3,0.4939,disneyland make snow Disneyland Snow,conceptluster.topn5.3.qld,0.4939,disneyland make snow snow disneyland,thesaurus.topn3,0.4745,disneyland make snow,anchor.topn3,0.4745,disneyland make snow,thesaurus.topn3.replace,0.4745,disneyland make snow,anchor.topn3.replace,0.4745,disneyland make snow,termluster.topn5.3.qld,0.4745,disneyland make snow,stem.krovetz,0.3872,how do disneyland make it snow,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864267,what exemplifies effective customer service,0.2318,9,onfields.topn3.10.2.25.1.qld,0.4422,"{'service?': 2, 'effect': 2, 'exemplifi': 2, 'what': 2, 'custom': 2, 'servic': 1.9, 'busi': 1.5, 'janitori': 1.4, 'clean': 1.35, 'skill': 1.25, 'potenti': 1.2, 'profession': 1.15, 'respons': 1.1, 'strategi': 1.1, 'advertis': 1.1}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.3556,"{'effect': 2, 'exemplifi': 2, 'what': 2, 'servic': 2, 'custom': 2, 'busi': 1.5, 'janitori': 1.4, 'clean': 1.35, 'skill': 1.25, 'potenti': 1.2, 'profession': 1.15, 'respons': 1.1, 'strategi': 1.1, 'advertis': 1.1}",stem.lovins,0.3504,what exemplif effect customer servic,relevancefeedback.topn10.qld,0.2573,what exemplifies effective customer service  busi you custom grant vitamin i teach servic,thesaurus.topn3,0.2347,exemplifies effective customer service,anchor.topn3,0.2347,exemplifies effective customer service,thesaurus.topn3.replace,0.2347,exemplifies effective customer service,anchor.topn3.replace,0.2347,exemplifies effective customer service,termluster.topn5.3.qld,0.2347,exemplifies effective customer service,,,,,,,,,,,,,,,,,,,,,,,,
3382736,what is minimalist cubisium,0.4778,6,rm3.topn10.10.0.5.qld,0.6709,than complic want minimalist window what galleri cubism cubisium im thing govern,bertqe.topn10.qld,0.5452,"{'what is minimalist cubisium': 1.5, 'minimalist artistic movement': 1.0, 'think mean   minimalist cubism  ': 0.5711019037145535, 'pointless showing abstract minimalist paintings': 0.36625400848669426, 'minimalist nt': 0.1912031793153834, '  33827362    contents    cubism ': 0.15727399065989106}",onfields.topn3.10.2.25.1.qld,0.5301,"{'cubisium?': 2, 'is': 2, 'what': 2, 'id': 2.0, 'minimalist': 2, 'content': 1.75, 'paint': 1.5, 'cubism': 1.25, '44248893': 1.25, '19693940': 1.25, '33827361': 1.25, 'tablewar': 1.25, 'portfolia': 1.25, 'galleri': 1.25}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.qld,0.5301,"{'cubisium': 2, 'is': 2, 'what': 2, 'id': 2.0, 'minimalist': 2, 'content': 1.75, 'paint': 1.5, 'cubism': 1.25, '33827361': 1.25, 'portfolia': 1.25, '19693940': 1.25, '44248893': 1.25, 'tablewar': 1.25, 'galleri': 1.25}",relevancefeedback.topn10.qld,0.5241,what is minimalist cubisium  i galleri complic actual govern window basic,conceptnet.topn3,0.5201,minimalist cubisium government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949154,can anybody tell me what is a butler,0.4921,10,onfields.topn3.10.2.25.1.qld,0.552,"{'butler?': 2, 'a': 2, 'is': 2, 'what': 2, 'me': 2, 'tell': 2, 'anybodi': 2, 'can': 2, 'hous': 2.0, 'butler': 1.852, 'household': 1.481, 'senior': 1.407, 'staff': 1.333, 'sometim': 1.296, 'charg': 1.259, 'member': 1.259, 'servant': 1.222, 'housekeep': 1.222, 'parlour': 1.111}",thesaurus.topn3,0.5357,anybody tell butler,anchor.topn3,0.5357,anybody tell butler,thesaurus.topn3.replace,0.5357,anybody tell butler,anchor.topn3.replace,0.5357,anybody tell butler,termluster.topn5.3.qld,0.5357,anybody tell butler,bertqe.topn10.qld,0.5357,"{'can anybody tell me what is a butler': 1.5, ' butler maid': 1.0, ' butler senior': 0.9479204069897681, 'butler senior': 0.9409848412665286, 'usually butler': 0.9311471118105126, '  butler': 0.899247210316917}",docluster.topn10.3.qld,0.512,can anybody tell me what is a butler  butler,tagmee.topn3,0.5076,anybody tell butler Get  Em Girls,conceptluster.topn5.3.qld,0.5076,anybody tell butler get  em girls,,,,,,,,,,,,,,,,,,,,,
1364894,Why do we need to tell customer service operator about our sickness in order to make appointment w  a doctor,0.14400000000000002,5,onfields.topn3.10.2.25.1.qld,0.1599,"{'doctor?': 2, 'a': 2, 'w/': 2, 'appoint': 2, 'make': 2, 'in': 2, 'sick': 2, 'our': 2, 'about': 2, 'service/oper': 2, 'tell': 2, 'to': 2, 'need': 2, 'we': 2, 'do': 2, 'whi': 2, 'order': 2, 'custom': 2, 'servic': 1.714, 'ecommerc': 1.333, 'product': 1.238, 'skill': 1.238, 'seller': 1.238, 'internet': 1.19, 'mcdonald': 1.19, 'hous': 1.095, 'purchas': 1.095}",thesaurus.topn3,0.1532,need tell customer service operator sickness order make appointment w  doctor,anchor.topn3,0.1532,need tell customer service operator sickness order make appointment w  doctor,thesaurus.topn3.replace,0.1532,need tell customer service operator sickness order make appointment w  doctor,anchor.topn3.replace,0.1532,need tell customer service operator sickness order make appointment w  doctor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797224,Muslims Are The Happiest People Ever  Why,0.3124,1,bertqe.topn10.qld,0.3212,"{'Muslims Are The Happiest People Ever Why': 1.5, 'claims muslims must happier': 1.0, 'happiest people world': 0.9512110345481884, 's re happy ': 0.7557473235273945, 'happiest ever    aug ': 0.3531282333795352, 'happiest person ': 0.29665587482787403}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765138,Why does loving someone hurts like hell,0.0446,11,thesaurus.topn3,0.0702,loving someone hurts like hell,anchor.topn3,0.0702,loving someone hurts like hell,wiki.topn3,0.0702,loving someone hurts like hell,tagmee.topn3,0.0702,loving someone hurts like hell,thesaurus.topn3.replace,0.0702,loving someone hurts like hell,anchor.topn3.replace,0.0702,loving someone hurts like hell,termluster.topn5.3.qld,0.0702,loving someone hurts like hell,conceptluster.topn5.3.qld,0.0702,loving someone hurts like hell,stem.krovetz,0.057,why do loving someone hurt like hell,stem.trunc5,0.0484,why does lovin someo hurts like hell,stem.porter2,0.0473,whi doe love someon hurt like hell,,,,,,,,,,,,,,,,,,
2479423,Why is there brail on the keypads at drive up ATM s,0.7355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862887,how to care for a spiked dragon and what to feed them,0.2083,7,thesaurus.topn3,0.2494,care spiked dragon feed,anchor.topn3,0.2494,care spiked dragon feed,tagmee.topn3,0.2494,care spiked dragon feed Suplex,thesaurus.topn3.replace,0.2494,care spiked dragon feed,anchor.topn3.replace,0.2494,care spiked dragon feed,termluster.topn5.3.qld,0.2494,care spiked dragon feed,conceptluster.topn5.3.qld,0.2494,care spiked dragon feed suplex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250296,What do doctors do when a patient has a Do Nor Resuscitate Order,0.1801,5,thesaurus.topn3,0.2752,doctors patient resuscitate order,anchor.topn3,0.2752,doctors patient resuscitate order,thesaurus.topn3.replace,0.2752,doctors patient resuscitate order,anchor.topn3.replace,0.2752,doctors patient resuscitate order,termluster.topn5.3.qld,0.2752,doctors patient resuscitate order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872395,what are some easy ways to get a toddler to go to sleep without being mean,0.1235,9,thesaurus.topn3,0.1513,easy ways get toddler go sleep without mean,anchor.topn3,0.1513,easy ways get toddler go sleep without mean,wiki.topn3,0.1513,easy ways get toddler go sleep without mean,tagmee.topn3,0.1513,easy ways get toddler go sleep without mean,thesaurus.topn3.replace,0.1513,easy ways get toddler go sleep without mean,anchor.topn3.replace,0.1513,easy ways get toddler go sleep without mean,termluster.topn5.3.qld,0.1513,easy ways get toddler go sleep without mean,conceptluster.topn5.3.qld,0.1513,easy ways get toddler go sleep without mean,stem.porter2,0.1383,what are some easi way to get a toddler to go to sleep without be mean,,,,,,,,,,,,,,,,,,,,,,,,
4473137,Causes and effects of the rise of Christanity,0.2609,1,conceptnet.topn3.replace,0.2855,causes personal property up sun christanity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509982,How is th Chemistry is a basic of Science,0.6201,5,thesaurus.topn3,0.6268,th chemistry basic science,anchor.topn3,0.6268,th chemistry basic science,thesaurus.topn3.replace,0.6268,th chemistry basic science,anchor.topn3.replace,0.6268,th chemistry basic science,termluster.topn5.3.qld,0.6268,th chemistry basic science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269759,what is artificial intelligence,0.309,9,onfields.topn3.10.2.25.1.qld,0.3975,"{'intelligence?': 2, 'is': 2, 'what': 2, 'artifici': 2, 'intellig': 2.0, 'cunning': 1.5, 'cun': 1.5, 'logic': 1.273, 'id': 1.227, 'ration': 1.227, 'behav': 1.136, 'comput': 1.136, 'content': 1.136, 'gadget': 1.136}",wordnet.topn3,0.3492,artificial intelligence contrived stilted intelligence information word intelligence agency,thesaurus.topn3,0.3331,artificial intelligence,anchor.topn3,0.3331,artificial intelligence,tagmee.topn3,0.3331,artificial intelligence Artificial intelligence,thesaurus.topn3.replace,0.3331,artificial intelligence,anchor.topn3.replace,0.3331,artificial intelligence,termluster.topn5.3.qld,0.3331,artificial intelligence,conceptluster.topn5.3.qld,0.3331,artificial intelligence artificial intelligence,,,,,,,,,,,,,,,,,,,,,,,,
