qid,abstractqueryexpansion,abstractqueryexpansion.bm25.map,star_model_count,method.1,metric.1,query.1,method.2,metric.2,query.2,method.3,metric.3,query.3,method.4,metric.4,query.4,method.5,metric.5,query.5,method.6,metric.6,query.6,method.7,metric.7,query.7,method.8,metric.8,query.8,method.9,metric.9,query.9,method.10,metric.10,query.10,method.11,metric.11,query.11,method.12,metric.12,query.12,method.13,metric.13,query.13,method.14,metric.14,query.14,method.15,metric.15,query.15,method.16,metric.16,query.16,method.17,metric.17,query.17,method.18,metric.18,query.18
1373069,Freedom of Speech   why don t people understand how to use it,0.1833,10,tagmee.topn3,0.2515,freedom speech n t people understand use Freedom of speech,conceptluster.topn5.3.bm25,0.2515,freedom speech n t people understand use freedom speech,thesaurus.topn3,0.2415,freedom speech n t people understand use,anchor.topn3,0.2415,freedom speech n t people understand use,thesaurus.topn3.replace,0.2415,freedom speech n t people understand use,anchor.topn3.replace,0.2415,freedom speech n t people understand use,termluster.topn5.3.bm25,0.2415,freedom speech n t people understand use,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2302,"{'it': 2, 'use': 2, 'to': 2, 'how': 2, 'peopl': 2, 'dont': 2, 'whi': 2, 'of': 2, 'understand': 2, 'speech': 2, 'freedom': 2, 'content': 1.6, 'id': 1.6, 'respons': 1.2, 'gon': 1.2, '241857233': 1.2, '44754766': 1.2, '42176181': 1.2, 'slipperi': 1.0}",onfields.topn3.10.2.25.1.bm25,0.2216,"{'it': 2, 'use': 2, 'to': 2, 'how': 2, 'understand': 2, 'peopl': 2, 'whi': 2, 'speech': 2, 'of': 2, 'freedom': 2, 'dont': 2, 'that': 1.833, 'id': 1.833, 'smoke': 1.667, 'content': 1.5, '6348336': 1.167, '31331478': 1.167, 'tknowwhenin': 1.167, 'idon': 1.167, '41361911': 1.167, 'advis': 1.167}",stem.porter2,0.2002,freedom of speech whi don t peopl understand how to use it,,,,,,,,,,,,,,,,,,,,,,,,
1063812,How do I grow taller,0.4303,8,thesaurus.topn3,0.4705,grow taller,anchor.topn3,0.4705,grow taller,wiki.topn3,0.4705,grow taller,tagmee.topn3,0.4705,grow taller,thesaurus.topn3.replace,0.4705,grow taller,anchor.topn3.replace,0.4705,grow taller,termluster.topn5.3.bm25,0.4705,grow taller,conceptluster.topn5.3.bm25,0.4705,grow taller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722241,why do some animals hide in a dark place b  they die,0.0868,12,thesaurus.topn3,0.2535,animals hide dark place b  die,anchor.topn3,0.2535,animals hide dark place b  die,thesaurus.topn3.replace,0.2535,animals hide dark place b  die,anchor.topn3.replace,0.2535,animals hide dark place b  die,termluster.topn5.3.bm25,0.2535,animals hide dark place b  die,tagmee.topn3,0.1995,animals hide dark place b  die The Animals Hide  musician,conceptluster.topn5.3.bm25,0.1995,animals hide dark place b  die animals hide musician,onfields.topn3.10.2.25.1.bm25,0.1456,"{'die': 2, 'they': 2, 'b4': 2, 'place': 2, 'a': 2, 'in': 2, 'anim': 2, 'some': 2, 'do': 2, 'whi': 2, 'hide': 2, 'id': 2.0, 'dark': 2, 'move': 1.375, 'content': 1.375, 'rumor': 1.125, 'moveslight': 1.125, '59120210': 1.125, '5725714': 1.125, '40821443': 1.125, 'wsnt': 1.125}",stem.porter2,0.138,whi do some anim hide in a dark place b they die,wordnet.topn3,0.1309,animals hide dark place b  die beast animate being hide out veil enshroud benighted dingy wickedness put rate seat give way decease,adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.1303,"{'die': 2, 'they': 2, 'b4': 2, 'place': 2, 'dark': 2, 'a': 2, 'in': 2, 'anim': 2, 'some': 2, 'do': 2, 'whi': 2, 'id': 2.0, 'hide': 2, 'content': 1.375, 'sand': 1.25, 'pond': 1.25, 'molest': 1.125, 'rumor': 1.125, 'debri': 1.125, '5725714': 1.125, '40821443': 1.125, '13247234': 1.125}",wiki.topn3,0.0883,animals hide dark place b  die barry jenkins marblarch records danny mcculloch The Animals pata  musician  say anything  x japan song  template hideto matsumoto Hide  musician,,,,,,,,,,,,,,,,,,
746920,How do you get rid of wart on your hand a using home method,0.371,10,thesaurus.topn3,0.5497,get rid wart hand using home method,anchor.topn3,0.5497,get rid wart hand using home method,thesaurus.topn3.replace,0.5497,get rid wart hand using home method,anchor.topn3.replace,0.5497,get rid wart hand using home method,termluster.topn5.3.bm25,0.5497,get rid wart hand using home method,tagmee.topn3,0.5185,get rid wart hand using home method Wart Hand,conceptluster.topn5.3.bm25,0.5185,get rid wart hand using home method hand wart,onfields.topn3.10.2.25.1.bm25,0.4752,"{'method': 2, 'home': 2, 'use': 2, 'a': 2, 'hand': 2, 'your': 2, 'on': 2, 'of': 2, 'rid': 2, 'get': 2, 'you': 2, 'do': 2, 'how': 2, 'wart': 2, 'id': 1.692, 'tape': 1.538, 'away': 1.308, 'duct': 1.308, 'gone': 1.231, 'rub': 1.231, 'content': 1.231, 'aspirin': 1.231, 'itll': 1.154, 'youngest': 1.154}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.4752,"{'method': 2, 'home': 2, 'use': 2, 'a': 2, 'hand': 2, 'your': 2, 'on': 2, 'of': 2, 'rid': 2, 'get': 2, 'you': 2, 'do': 2, 'how': 2, 'wart': 2, 'id': 1.692, 'tape': 1.538, 'away': 1.308, 'duct': 1.308, 'gone': 1.231, 'rub': 1.231, 'content': 1.231, 'aspirin': 1.231, 'itll': 1.154, 'youngest': 1.154}",stem.lovins,0.4053,how do you ges rid of wart on your hand a using hom method,,,,,,,,,,,,,,,,,,,,,,,,
1977054,Couscous is a food from what origin,0.2496,8,thesaurus.topn3,0.3291,couscous food origin,anchor.topn3,0.3291,couscous food origin,thesaurus.topn3.replace,0.3291,couscous food origin,anchor.topn3.replace,0.3291,couscous food origin,termluster.topn5.3.bm25,0.3291,couscous food origin,tagmee.topn3,0.2952,couscous food origin Couscous Food Etymology,relevancefeedback.topn10.bm25,0.2885,couscous is a food from what origin  origin couscou besid drug differ chines,glove.topn3,0.2507,couscous food origin bulgur pilaf supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199639,How to  LOSE all body fat,0.5186,8,termluster.topn5.3.bm25,0.565,   lose    body fat fat bodi,thesaurus.topn3,0.5399,   lose    body fat,anchor.topn3,0.5399,   lose    body fat,wiki.topn3,0.5399,   lose    body fat,tagmee.topn3,0.5399,   lose    body fat,thesaurus.topn3.replace,0.5399,lose body fat,anchor.topn3.replace,0.5399,   lose    body fat,conceptluster.topn5.3.bm25,0.5399,   lose    body fat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785579,If you could be an element of weather  which would you choose  and why,0.0369,2,relevancefeedback.topn10.bm25,0.0755,if you could be an element of weather  which would you choose  and why  have blood weather,stem.porter,0.0644,if you could be an element of weather which would you choos and why,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964316,What do you mean by  weed,0.2195,9,thesaurus.topn3,0.5847,mean    weed,anchor.topn3,0.5847,mean    weed,thesaurus.topn3.replace,0.5847,mean weed,anchor.topn3.replace,0.5847,mean    weed,termluster.topn5.3.bm25,0.5847,mean    weed,conceptluster.topn5.3.bm25,0.3148,mean    weed    mean,relevancefeedback.topn10.bm25,0.2719,what do you mean by  weed   sfc bipolar legal weed i effect drug most,glove.topn3,0.2313,mean    weed    necessarily      noxious,bertqe.topn10.bm25,0.2226,"{'What do you mean by weed': 1.5, 'weed ': 1.0, 'parents weed drug  ': 0.7532444484807668, 'smoked  weed known': 0.4980651627671322, 'pot  opiates  even alcohol': 0.42512840417636066, 'smoking weed': 0.41703950433229114}",,,,,,,,,,,,,,,,,,,,,,,,,,,
3206998,how does disneyland make it snow,0.2581,10,tagmee.topn3,0.4656,disneyland make snow Disneyland Snow,conceptluster.topn5.3.bm25,0.4656,disneyland make snow snow disneyland,thesaurus.topn3,0.4594,disneyland make snow,anchor.topn3,0.4594,disneyland make snow,thesaurus.topn3.replace,0.4594,disneyland make snow,anchor.topn3.replace,0.4594,disneyland make snow,termluster.topn5.3.bm25,0.4594,disneyland make snow,stem.krovetz,0.3488,how do disneyland make it snow,wiki.topn3,0.325,disneyland make snow disneyland resort visitor attractions in orange county  california amusement parks in california Disneyland hail ice winter Snow,stem.lovins,0.3162,how do disneyland mak it snow,,,,,,,,,,,,,,,,,,,,,,,,
2864267,what exemplifies effective customer service,0.5942,7,thesaurus.topn3,0.6975,exemplifies effective customer service,anchor.topn3,0.6975,exemplifies effective customer service,thesaurus.topn3.replace,0.6975,exemplifies effective customer service,anchor.topn3.replace,0.6975,exemplifies effective customer service,termluster.topn5.3.bm25,0.6975,exemplifies effective customer service,docluster.topn10.3.bm25,0.6701,what exemplifies effective customer service  custom,stem.lovins,0.5944,what exemplif effect customer servic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382736,what is minimalist cubisium,0.5333,1,relevancefeedback.topn10.bm25,0.5571,what is minimalist cubisium  i complic actual galleri govern window basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949154,can anybody tell me what is a butler,0.2134,11,bertqe.topn10.bm25,0.5419,"{'can anybody tell me what is a butler': 1.5, ' butler maid': 1.0, 'butler senior': 0.9956142734835947, '  butler': 0.9925125308344839, 'household  usually butler': 0.992480317593117, 'butler probably': 0.98696457371004}",docluster.topn10.3.bm25,0.5311,can anybody tell me what is a butler  butler,relevancefeedback.topn10.bm25,0.4459,can anybody tell me what is a butler  butler you anybodi alfr,thesaurus.topn3,0.3744,anybody tell butler,anchor.topn3,0.3744,anybody tell butler,thesaurus.topn3.replace,0.3744,anybody tell butler,anchor.topn3.replace,0.3744,anybody tell butler,termluster.topn5.3.bm25,0.3744,anybody tell butler,stem.lovins,0.3516,can anybod tel me what is a butler,onfields.topn3.10.2.25.1.bm25,0.2591,"{'a': 2, 'is': 2, 'what': 2, 'me': 2, 'tell': 2, 'anybodi': 2, 'can': 2, 'butler': 2, 'hous': 1.938, 'household': 1.5, 'id': 1.375, 'staff': 1.375, 'senior': 1.375, 'member': 1.25, 'content': 1.188, 'servant': 1.188, 'housekeep': 1.125, 'steward': 1.125}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2591,"{'a': 2, 'is': 2, 'what': 2, 'me': 2, 'tell': 2, 'anybodi': 2, 'can': 2, 'butler': 2, 'hous': 1.938, 'household': 1.5, 'id': 1.375, 'staff': 1.375, 'senior': 1.375, 'member': 1.25, 'content': 1.188, 'servant': 1.188, 'housekeep': 1.125, 'steward': 1.125}",,,,,,,,,,,,,,,,,,,,,
1364894,Why do we need to tell customer service operator about our sickness in order to make appointment w  a doctor,0.2324,10,thesaurus.topn3,0.3978,need tell customer service operator sickness order make appointment w  doctor,anchor.topn3,0.3978,need tell customer service operator sickness order make appointment w  doctor,thesaurus.topn3.replace,0.3978,need tell customer service operator sickness order make appointment w  doctor,anchor.topn3.replace,0.3978,need tell customer service operator sickness order make appointment w  doctor,termluster.topn5.3.bm25,0.3978,need tell customer service operator sickness order make appointment w  doctor,glove.topn3,0.2547,need tell customer service operator sickness order make appointment w  doctor know employee illness em   made physician,tagmee.topn3,0.2535,need tell customer service operator sickness order make appointment w  doctor Why  Annie Lennox song  Do  singer  Customer service Operator  profession  Physician,relevancefeedback.topn10.bm25,0.2512,why do we need to tell customer service operator about our sickness in order to make appointment w  a doctor  circumcis doctor you i appoint commerc feel,conceptluster.topn5.3.bm25,0.2495,need tell customer service operator sickness order make appointment w  doctor operator profession singer physician customer service annie lennox song,stem.porter2,0.2452,whi do we need to tell custom servic oper about our sick in order to make appoint w a doctor,,,,,,,,,,,,,,,,,,,,,,,,
2797224,Muslims Are The Happiest People Ever  Why,0.3691,1,bertqe.topn10.bm25,0.3933,"{'Muslims Are The Happiest People Ever Why': 1.5, 'happiest people know ': 1.0, 'happiest person right': 0.9767634158207481, 'happiest person': 0.690377412078048, 'muslim middle': 0.37506348037296566, 'muslims': 0.3656101130599784}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765138,Why does loving someone hurts like hell,0.1688,12,thesaurus.topn3,0.3505,loving someone hurts like hell,anchor.topn3,0.3505,loving someone hurts like hell,wiki.topn3,0.3505,loving someone hurts like hell,tagmee.topn3,0.3505,loving someone hurts like hell,thesaurus.topn3.replace,0.3505,loving someone hurts like hell,anchor.topn3.replace,0.3505,loving someone hurts like hell,termluster.topn5.3.bm25,0.3505,loving someone hurts like hell,conceptluster.topn5.3.bm25,0.3505,loving someone hurts like hell,stem.porter2,0.2347,whi doe love someon hurt like hell,stem.trunc5,0.2099,why does lovin someo hurts like hell,stem.trunc4,0.2013,why does lovi some hurt like hell,stem.krovetz,0.1904,why do loving someone hurt like hell,,,,,,,,,,,,,,,,,,
2479423,Why is there brail on the keypads at drive up ATM s,0.7464,1,stem.porter2,0.7554,whi is there brail on the keypad at drive up atm s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862887,how to care for a spiked dragon and what to feed them,0.1658,9,thesaurus.topn3,0.3686,care spiked dragon feed,anchor.topn3,0.3686,care spiked dragon feed,tagmee.topn3,0.3686,care spiked dragon feed Suplex,thesaurus.topn3.replace,0.3686,care spiked dragon feed,anchor.topn3.replace,0.3686,care spiked dragon feed,termluster.topn5.3.bm25,0.3686,care spiked dragon feed,conceptluster.topn5.3.bm25,0.3686,care spiked dragon feed suplex,wiki.topn3,0.255,care spiked dragon feed powerbomb boston crab dropkick Suplex,wordnet.topn3,0.1702,care spiked dragon feed charge guardianship maintenance spike out transfix flying dragon flying lizard give feed in fertilize,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250296,What do doctors do when a patient has a Do Nor Resuscitate Order,0.084,17,thesaurus.topn3,0.4908,doctors patient resuscitate order,anchor.topn3,0.4908,doctors patient resuscitate order,thesaurus.topn3.replace,0.4908,doctors patient resuscitate order,anchor.topn3.replace,0.4908,doctors patient resuscitate order,termluster.topn5.3.bm25,0.4908,doctors patient resuscitate order,tagmee.topn3,0.2943,doctors patient resuscitate order Physician Resuscitation Religious order,conceptluster.topn5.3.bm25,0.2943,doctors patient resuscitate order physician religious order resuscitation,glove.topn3,0.2748,doctors patient resuscitate order physicians patients doctors resurrect revive,wordnet.topn3,0.213,doctors patient resuscitate order doc doctor up furbish up patient role affected role come to revive put enjoin ordination,conceptnet.topn3,0.2113,doctors patient resuscitate order help sick people help patients doctor patients waiting on line command,onfields.topn3.10.2.25.1.bm25,0.2113,"{'order': 2, 'resuscit': 2, 'nor': 2, 'ha': 2, 'a': 2, 'when': 2, 'doctor': 2, 'do': 2, 'what': 2, 'that': 2.0, 'patient': 2, 'usual': 1.8, 'id': 1.8, 'content': 1.6, 'dnr': 1.4, '7445795': 1.2, '42502966': 1.2, 'patientswhat': 1.2, 'illus': 1.2, 'sometimesthey': 1.2}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2113,"{'order': 2, 'resuscit': 2, 'nor': 2, 'ha': 2, 'a': 2, 'when': 2, 'doctor': 2, 'do': 2, 'what': 2, 'that': 2.0, 'patient': 2, 'usual': 1.8, 'id': 1.8, 'content': 1.6, 'dnr': 1.4, '7445795': 1.2, '42502966': 1.2, 'patientswhat': 1.2, 'illus': 1.2, 'sometimesthey': 1.2}",glove.topn3.replace,0.1569,physicians patients doctors resurrect revive order,relevancefeedback.topn10.bm25,0.1207,what do doctors do when a patient has a do nor resuscitate order  doctor you trust comfort,bertqe.topn10.bm25,0.1193,"{'What do doctors do when a patient has a Do Nor Resuscitate Order': 1.5, 'keep patients comfortable': 1.0, 'patient': 0.9151142965104312, 'patient deterioratesdies  dnr orders may': 0.7386289743676392, 'order ': 0.2802161511214606, '  patient  heshe': 0.2773177517743787}",rm3.topn10.10.0.5.bm25,0.1141,order ha trust we patient comfort die usual when what resuscit do nor up doctor,conceptnet.topn3.replace,0.1045,help sick people help patients doctor patients waiting on line resuscitate command,,,
3872395,what are some easy ways to get a toddler to go to sleep without being mean,0.0188,12,thesaurus.topn3,0.049,easy ways get toddler go sleep without mean,anchor.topn3,0.049,easy ways get toddler go sleep without mean,wiki.topn3,0.049,easy ways get toddler go sleep without mean,tagmee.topn3,0.049,easy ways get toddler go sleep without mean,thesaurus.topn3.replace,0.049,easy ways get toddler go sleep without mean,anchor.topn3.replace,0.049,easy ways get toddler go sleep without mean,termluster.topn5.3.bm25,0.049,easy ways get toddler go sleep without mean,conceptluster.topn5.3.bm25,0.049,easy ways get toddler go sleep without mean,stem.lovins,0.0343,what ar som eas way to ges a toddler to go to sleep without being mean,stem.porter2,0.0286,what are some easi way to get a toddler to go to sleep without be mean,stem.porter,0.0267,what ar some easi wai to get a toddler to go to sleep without be mean,sensedisambiguation.replace,0.02,what are some easy way to experience a toddler to survive to sleep without being mean,,,,,,,,,,,,,,,,,,
4473137,Causes and effects of the rise of Christanity,0.2652,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509982,How is th Chemistry is a basic of Science,0.8173,5,thesaurus.topn3,0.8463,th chemistry basic science,anchor.topn3,0.8463,th chemistry basic science,thesaurus.topn3.replace,0.8463,th chemistry basic science,anchor.topn3.replace,0.8463,th chemistry basic science,termluster.topn5.3.bm25,0.8463,th chemistry basic science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269759,what is artificial intelligence,0.43,10,word2vec.topn3,0.5754,artificial intelligence artifical synthetic intellegence intelligence,thesaurus.topn3,0.4914,artificial intelligence,anchor.topn3,0.4914,artificial intelligence,tagmee.topn3,0.4914,artificial intelligence Artificial intelligence,thesaurus.topn3.replace,0.4914,artificial intelligence,anchor.topn3.replace,0.4914,artificial intelligence,termluster.topn5.3.bm25,0.4914,artificial intelligence,conceptluster.topn5.3.bm25,0.4914,artificial intelligence artificial intelligence,wordnet.topn3,0.473,artificial intelligence contrived stilted intelligence information word intelligence agency,relevancefeedback.topn10.bm25,0.4422,what is artificial intelligence  intellig artifici ai we do appli comput,,,,,,,,,,,,,,,,,,,,,,,,
3723508,What is the difference between an ox and a bull,0.5749,16,tagmee.topn3,0.7687,difference ox bull Heraldry Ox Bull,conceptluster.topn5.3.bm25,0.7687,difference ox bull heraldry ox bull,thesaurus.topn3,0.7537,difference ox bull,anchor.topn3,0.7537,difference ox bull,thesaurus.topn3.replace,0.7537,difference ox bull,anchor.topn3.replace,0.7537,difference ox bull,termluster.topn5.3.bm25,0.7537,difference ox bull,wiki.topn3,0.7347,difference ox bull or  heraldry  escutcheon  heraldry  gules Heraldry horsharness scythe chisel Ox rooster ox hoof Bull,word2vec.topn3,0.7321,difference ox bull diference differnce oxen donkey Ox  s eyes,glove.topn3,0.7284,difference ox bull fact instance oxen ooooooooooooooooooooooooooooooooooooooo srivalo piyanart,stem.trunc4,0.6617,what is the diff betw an ox and a bull,stem.trunc5,0.6617,what is the diffe betwe an ox and a bull,sensedisambiguation.replace,0.6373,What is the remainder between an ox and a bull,wordnet.topn3,0.6349,difference ox bull difference of opinion dispute wild ox pig bull s eye Taurus the Bull,onfields.topn3.10.2.25.1.bm25,0.6297,"{'a': 2, 'and': 2, 'an': 2, 'between': 2, 'differ': 2, 'the': 2, 'is': 2, 'what': 2, 'ox': 2, 'bull': 2, 'content': 1.5, 'castrat': 1.5, 'id': 1.5, 'steer': 1.333, 'loos': 1.333, 'bovin': 1.333, 'houstin': 1.167, '26331110': 1.167, 'incastr': 1.167}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.6297,"{'a': 2, 'and': 2, 'an': 2, 'between': 2, 'differ': 2, 'the': 2, 'is': 2, 'what': 2, 'ox': 2, 'bull': 2, 'content': 1.5, 'castrat': 1.5, 'id': 1.5, 'steer': 1.333, 'loos': 1.333, 'bovin': 1.333, 'houstin': 1.167, '26331110': 1.167, 'incastr': 1.167}",,,,,,
1282199,how can I hide the cuts on my wrists,0.1937,9,thesaurus.topn3,0.4216,hide cuts wrists,anchor.topn3,0.4216,hide cuts wrists,wiki.topn3,0.4216,hide cuts wrists,tagmee.topn3,0.4216,hide cuts wrists,thesaurus.topn3.replace,0.4216,hide cuts wrists,anchor.topn3.replace,0.4216,hide cuts wrists,termluster.topn5.3.bm25,0.4216,hide cuts wrists,conceptluster.topn5.3.bm25,0.4216,hide cuts wrists,sensedisambiguation,0.2754,how can I hide shroud the cuts stinger on my wrists wrist,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196421,how can you be more brilliant,0.2111,8,thesaurus.topn3,0.6281,brilliant,anchor.topn3,0.6281,brilliant,conceptnet.topn3,0.6281,brilliant,thesaurus.topn3.replace,0.6281,brilliant,anchor.topn3.replace,0.6281,brilliant,conceptnet.topn3.replace,0.6281,brilliant,termluster.topn5.3.bm25,0.6281,brilliant,relevancefeedback.topn10.bm25,0.2114,how can you be more brilliant  anim i your about pretti brilliant so what,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850323,Why some men never wash their hands after using the Urinal Toilet,0.3391,8,thesaurus.topn3,0.4181,men never wash hands using urinal toilet,anchor.topn3,0.4181,men never wash hands using urinal toilet,thesaurus.topn3.replace,0.4181,men never wash hands using urinal toilet,anchor.topn3.replace,0.4181,men never wash hands using urinal toilet,termluster.topn5.3.bm25,0.4181,men never wash hands using urinal toilet,stem.paicehusk,0.3914,why som men nev wash their hand aft us the urin toilet,tagmee.topn3,0.3652,men never wash hands using urinal toilet WASH Hand washing Urinal Toilet,stem.porter2,0.3519,whi some men never wash their hand after use the urin toilet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192891,how are braces put on and do they hurt a lot,0.436,6,thesaurus.topn3,0.5925,braces put hurt lot,anchor.topn3,0.5925,braces put hurt lot,thesaurus.topn3.replace,0.5925,braces put hurt lot,anchor.topn3.replace,0.5925,braces put hurt lot,termluster.topn5.3.bm25,0.5925,braces put hurt lot,conceptluster.topn5.3.bm25,0.4735,braces put hurt lot hurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406669,What do you order at Taco Bell,0.3704,9,conceptnet.topn3,0.4009,order taco bell command chicken taco greaser ringing church,tagmee.topn3,0.3986,order taco bell Taco Bell,thesaurus.topn3,0.3945,order taco bell,anchor.topn3,0.3945,order taco bell,thesaurus.topn3.replace,0.3945,order taco bell,anchor.topn3.replace,0.3945,order taco bell,termluster.topn5.3.bm25,0.3945,order taco bell,conceptluster.topn5.3.bm25,0.3945,order taco bell,word2vec.topn3,0.3836,order taco bell order  burrito tamale un ring unring,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582877,why do we go to school if in the real world we dont use most of it,0.1021,10,onfields.topn3.10.2.25.1.bm25,0.2248,"{'it': 2, 'of': 2, 'most': 2, 'use': 2, 'dont': 2, 'real': 2, 'the': 2, 'in': 2, 'if': 2, 'to': 2, 'go': 2, 'we': 2, 'do': 2, 'whi': 2, 'world': 2, 'school': 2, 'learn': 1.714, 'colleg': 1.571, 'content': 1.429, 'id': 1.429, 'that': 1.286, 'opertun': 1.286, '158287714': 1.143, '403127815': 1.143, 'suppos': 1.143}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.2248,"{'it': 2, 'of': 2, 'most': 2, 'use': 2, 'dont': 2, 'real': 2, 'the': 2, 'in': 2, 'if': 2, 'to': 2, 'go': 2, 'we': 2, 'do': 2, 'whi': 2, 'world': 2, 'school': 2, 'learn': 1.714, 'colleg': 1.571, 'content': 1.429, 'id': 1.429, 'that': 1.286, 'opertun': 1.286, '158287714': 1.143, '403127815': 1.143, 'suppos': 1.143}",thesaurus.topn3,0.2042,go school real world dont use,anchor.topn3,0.2042,go school real world dont use,thesaurus.topn3.replace,0.2042,go school real world dont use,anchor.topn3.replace,0.2042,go school real world dont use,termluster.topn5.3.bm25,0.2042,go school real world dont use,rm3.topn10.10.0.5.bm25,0.1441,colleg go sai we most other them world do learn why us real dont school,stem.porter2,0.1137,whi do we go to school if in the real world we dont use most of it,conceptluster.topn5.3.bm25,0.1023,go school real world dont use singer tv annie lennox song,,,,,,,,,,,,,,,,,,,,,,,,
1340574,Why do some people only go to church on Easter Sunday and never go again until Christmas,0.4332,9,thesaurus.topn3,0.5127,people go church easter sunday never go christmas,anchor.topn3,0.5127,people go church easter sunday never go christmas,thesaurus.topn3.replace,0.5127,people go church easter sunday never go christmas,anchor.topn3.replace,0.5127,people go church easter sunday never go christmas,termluster.topn5.3.bm25,0.5127,people go church easter sunday never go christmas,conceptluster.topn5.3.bm25,0.49,people go church easter sunday never go christmas  go,stem.porter2,0.4519,whi do some peopl onli go to church on easter sunday and never go again until christma,onfields.topn3.10.2.25.1.bm25,0.4349,"{'christma': 2, 'until': 2, 'again': 2, 'never': 2, 'and': 2, 'easter': 2, 'on': 2, 'to': 2, 'onli': 2, 'peopl': 2, 'some': 2, 'do': 2, 'whi': 2, 'go': 2, 'church': 2, 'sunday': 2, 'id': 1.455, 'dont': 1.364, 'import': 1.273, 'content': 1.273, '13405743': 1.091, 'isbut': 1.091, '13405742': 1.091, '298001523': 1.091}",adaponfields.topn3.exgov2.4.0.25.10.2.25.1.bm25,0.4349,"{'christma': 2, 'until': 2, 'again': 2, 'never': 2, 'and': 2, 'easter': 2, 'on': 2, 'to': 2, 'onli': 2, 'peopl': 2, 'some': 2, 'do': 2, 'whi': 2, 'go': 2, 'church': 2, 'sunday': 2, 'id': 1.455, 'dont': 1.364, 'import': 1.273, 'content': 1.273, '13405743': 1.091, 'isbut': 1.091, '13405742': 1.091, '298001523': 1.091}",,,,,,,,,,,,,,,,,,,,,,,,,,,
1971899,what is masturbat,0.1667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
